symbol	globalScore	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
RRM1	0.10943920769480481	1	1	0	0	1	1	0.88005	No data	-0.9770785580329235	-0.5716940165100484	-1	-1	No data	No data	-1	-1
CPPED1	0.08992877622639542	No data	1	0	0	0	0	0	No data	0.575224005001042	No data	0	No data	No data	No data	-1	-1
SLC22A4	0.08990851773577122	No data	0	0	0	0	0	0.25589999999999974	No data	0.08491352365076055	-0.5489623301856178	0	No data	No data	-0.43284999999999985	0.5	0
THBS2	0.0894147984952892	No data	1	1	0	0	0	0.4283299999999997	No data	-0.6945196916024172	-0.8637843385551724	0	No data	No data	-0.03796999999999997	-1	0
GPX1	0.08654644060201579	No data	0	1	0	0	0	0.2610849999999999	No data	0.916024171702438	-0.335723084759596	0	No data	No data	-0.07635500000000003	-1	-1
ISYNA1	0.08524749005587896	No data	0	0	0	0	0	0.41756499999999974	No data	-0.0907480725151073	-0.75799463325882	0	No data	No data	No data	0.5	0
BOLL	0.08511446655813673	No data	0	0	0	0	0	0.5759700000000002	No data	-0.40508439258178786	0	0	No data	No data	0	1	0.5
BBIP1	0.08173614309769613	No data	0	0	0	0	0	0	No data	0.6624296728485102	-0.7460936905579019	0	No data	No data	No data	0.5	-1
AP3D1	0.08165088672437013	No data	0	0	0	0	0	0.42798500000000034	No data	-0.7621379454052928	-0.8159066697106251	0	No data	No data	No data	-1	-1
EPS8L2	0.08127241287915574	No data	0	0	0	0	0	0.29370499999999994	No data	-0.3491352365076058	-0.3331970870016479	0	No data	No data	0	0.5	0
COQ9	0.08120344547342144	No data	0	0	0	0	0	0.5125799999999998	No data	0.12773494478016256	-0.7904262878804038	0	No data	No data	No data	0.5	-1
LRRK2	0.08092936369566732	No data	0	0	1	1	0	0.3312249999999999	1	-0.3337153573661179	-0.8336921064117416	0	No data	No data	0	1	0
REL	0.07995112552727114	No data	0	0	0	0	0	0	No data	-0.8512190039591582	-0.79601482936065	0	No data	No data	0	0.5	-1
SPDYE5	0.0799389321147498	No data	No data	No data	0	0	0	0	No data	No data	0	No data	No data	No data	-0.9067174999999998	No data	No data
NAA10	0.08370153015578774	No data	0	0	0	0	0	0.8085099999999997	No data	-0.46874348822671386	-0.8785397008640741	-1	No data	No data	-0.5212775000000001	-1	-1
APBB1IP	0.07904941168561284	No data	1	0	0	0	0	0.046544999999999705	No data	-0.6660762658887268	-0.24890392373424747	0	No data	No data	0	0.5	0
RAB5B	0.07838748173833332	No data	0	0	0	0	0	1	No data	-0.19451969160241722	-0.05377051238253633	0	No data	No data	-0.5813949999999999	-1	-1
FBXO40	0.07819307262774075	No data	0	0	0	0	0	0.24541499999999986	No data	0.21098145446968108	No data	0	No data	No data	0	0.75	0.5
ATG16L2	0.07814941674455093	No data	0	0	0	0	0	0.12762499999999974	No data	0.20785580329235254	0	0	No data	No data	0	0.5	-1
MKRN2	0.0780690774429447	No data	0	0	0	0	0	0.42307500000000003	No data	-0.3033965409460304	-0.10892349427342185	0	No data	No data	0	-1	-1
SLC9A4	0.0788337170902364	No data	1	0	0	0	0	0.1666649999999997	No data	0.2334861429464472	-0.22629279079719483	0	No data	No data	0	1	0.5
SRCAP	0.0773864430509884	No data	0	0	0	0	0	0.35448999999999986	No data	-0.9817670347989165	-0.32065966501967275	-1	No data	No data	0	-1	0
NPIPB7	0.07690369284899766	No data	0	1	0	0	0	No data	No data	0.9543654928110024	No data	No data	No data	No data	-0.8913049999999998	0.5	0
INS	0.09170896161350978	No data	0	1	0	0	0	0.09091000000000023	No data	0.316941029381121	-0.9659480566852074	0	No data	No data	0	1	0
FBH1	0.0760012540442122	No data	0	0	0	0	0	0.49664500000000017	No data	-0.522504688476766	No data	0	No data	No data	No data	-1	-1
ACOXL	0.07681502188114843	No data	0	0	0	0	0	0	No data	0.23015211502396338	-0.8101810840512602	0	No data	No data	0	0.5	0.5
IKZF3	0.08860234038561976	No data	0	0	1	1	0	0.3320250000000001	0	-0.7647426547197332	-0.6953467312697617	0	No data	-1	0	0.75	0
ETV7	0.07586105938525378	No data	0	0	0	0	0	No data	No data	0.6329443634090435	No data	0	No data	No data	0	0.5	0
KIAA0319L	0.07290433071797722	No data	0	0	0	0	0	0.13727500000000034	No data	-0.560116690977287	-0.3018098702730118	0	No data	No data	0	-1	-1
CCDC116	0.0715197226749923	No data	0	0	0	0	0	0	No data	0.3894561366951448	0	0	No data	No data	No data	1	0.5
STH	0.07146801866811404	No data	0	0	0	0	0	No data	No data	No data	No data	0	No data	No data	No data	0.5	1
RNF40	0.07013696198003942	No data	0	0	0	0	0	0.6253749999999997	No data	-0.8418420504271723	No data	0	No data	No data	0	-1	-1
EIF4H	0.06894604439920166	No data	0	0	1	1	0	0.9395150000000001	No data	-0.436340904355074	-0.8494384027479215	0	No data	No data	0	-1	-1
RASIP1	0.0684311237172419	No data	0	0	0	0	0	0.7092399999999998	No data	-0.8291310689727026	-0.9122850419841346	0	No data	No data	0	-1	0
APOBR	0.06820446092026607	No data	1	0	0	0	0	0	No data	-0.17597416128360077	No data	0	No data	No data	No data	0.75	0
SULT1A2	0.06805952332002939	No data	0	0	0	0	1	0	No data	0.6727443217336946	-0.8482635480186612	0	No data	No data	-0.8898299999999999	0.75	0
TNKS	0.06775556397816558	0.5	0	0	1	1	0	0.8605899999999999	1	-0.6237757866222129	-0.7163480131239769	0	No data	No data	-0.28221500000000005	-1	-1
PACRG	0.06664436563602898	No data	0	0	0	0	0	0.3190649999999998	No data	0.39372785997082715	-0.05049385347887264	0	No data	No data	0	0.5	0
PLAC8	0.066488167128789	No data	0	0	0	0	0	0.13043499999999994	No data	0.31839966659720775	-0.7359703883828064	0	No data	No data	0	0.5	0
ZPBP	0.06432583246346053	No data	0	0	0	0	0	0	No data	-0.13929985413627843	0	0	No data	No data	0	1	0.5
PRR14	0.0638865362127283	No data	0	0	0	0	0	0	No data	-0.5387580745988747	No data	0	No data	No data	0	-1	-1
MAPT	0.06362619374643719	0.5	1	1	1	1	0	0	1	-0.41185663679933315	-0.8346783241376273	0	No data	No data	0	0.5	0
MAMSTR	0.06350887208836542	No data	0	0	0	0	0	0	No data	-0.09272765159408214	No data	0	No data	No data	0	0.75	0
PLSCR2	0.065225484356957	No data	0	0	0	0	0	No data	No data	0.3643467389039383	No data	0	No data	No data	-0.609375	1	0.5
PDHX	0.06320122028932532	No data	1	0	0	0	0	0.26147500000000007	No data	-0.23609085226088766	-0.7215569578109204	0	No data	No data	0	0.5	-1
PDGFB	0.06304610091019393	0.75	0	1	0	0	0	0.4813299999999998	No data	-0.5438633048551782	-0.9714942446898084	0	No data	No data	0	-1	0
CRHR1	0.06259448841251139	0.75	1	0	1	1	0	0.8795200000000001	0	-0.24223796624296734	-0.7934801609254916	0	No data	No data	-0.20482000000000014	0.75	0.5
CFAP119	0.0622541279570806	No data	0	0	0	0	0	0	No data	0.32402583871639923	-0.27270178165766906	0	No data	No data	0	0.5	0
FAM217B	0.06221455195351464	No data	0	0	0	0	0	0	No data	No data	-0.15555833574473904	0	No data	No data	0	-1	-1
EOMES	0.06254460936890875	No data	0	0	0	0	0	0.531915	No data	-0.7564075849135237	-0.8778647371123263	0	No data	No data	0	0.75	0.5
PAQR3	0.061840573008891994	No data	0	0	0	0	0	0.8874600000000001	No data	0.006147113982079677	-0.033916478458231314	0	No data	No data	0	0.5	0.5
PGAP3	0.06176938055412236	No data	1	0	0	0	0	0.25	No data	-0.09647843300687642	-0.6481516271076462	0	No data	No data	No data	-1	-1
RPEL1	0.06115414831590121	No data	1	0	0	0	0	0.5833350000000003	No data	0.7673473640341737	-0.7418514628506903	0	No data	No data	-0.901315	No data	No data
ENSG00000293584	0.06037083485688014	No data	No data	No data	No data	No data	No data	0.7727249999999998	No data	No data	No data	No data	-1	No data	No data	No data	No data
RAB31	0.05999522775398882	No data	0	0	0	0	0	0.7179499999999998	No data	0.2621379454052928	0	0	No data	No data	-0.26922999999999997	-1	-1
RSBN1	0.059806828301175737	No data	0	0	0	0	0	0.70698	No data	-0.5680350072931861	-0.11840201605046008	0	No data	No data	0	-1	-1
YRDC	0.05905034405611504	No data	0	0	0	0	0	0.283155	No data	0.47364034173786207	No data	0	No data	No data	No data	0.5	-1
TSPYL1	0.0582575706826428	No data	0	0	0	0	0	0	No data	0.4713481975411544	-0.5391884384854856	0	No data	No data	0	-1	-1
LRRC37A2	0.058027019669436054	No data	0	0	0	0	0	0	No data	0.15774119608251724	No data	0	No data	No data	-0.985295	1	1
SUOX	0.0579568604428648	No data	0	0	0	0	0	0.2844050000000003	No data	0.20754323817461962	0	0	No data	No data	No data	-1	-1
CYP4F3	0.05659173487425654	No data	0	0	0	1	0	0.04807500000000005	No data	0.5256303396540947	No data	0	No data	No data	-0.6923075000000001	0.75	0
APEH	0.05621859868647283	No data	0	0	0	0	0	0.56967	No data	-0.10262554698895598	No data	0	No data	No data	0	-1	-1
GRB2	0.05612043004305002	0.5	0	0	1	1	1	0.9769599999999997	No data	-0.6826422171285684	-0.838339642124783	0	No data	No data	0	-1	-1
OBP2B	0.05547590739746468	No data	0	1	0	0	0	0	No data	0.6473223588247552	-0.7092751406850628	No data	No data	No data	-0.75	0.5	0.5
ACTRT3	0.054852916819435736	No data	0	0	0	0	0	0	No data	0.7615128151698269	-0.4157884719002361	0	No data	No data	0	1	0
RHOA	0.05533392354564507	No data	1	0	1	1	0	0.9740949999999998	No data	-0.30266722233798704	0	0	No data	-1	-0.792745	-1	-1
SSBP4	0.05418957841896979	No data	0	0	0	0	0	0.0779200000000003	No data	-0.5659512398416336	No data	0	No data	No data	-0.3311675000000001	-1	-1
ORMDL3	0.05384636631648959	No data	0	0	0	0	0	0.8366	No data	-0.38778912273390287	-0.17502486490565072	0	No data	No data	-0.6078425	0.5	-1
FOXI2	0.05364494944215639	No data	0	0	0	0	0	0	No data	0.8697645342779745	0	0	No data	No data	0	0.5	0.5
GTF2IRD2	0.05349592998146114	No data	0	0	0	0	0	0	No data	0.30975203167326537	0	No data	No data	No data	-0.98156	-1	-1
RPL24	0.053285909880802396	1	0	0	1	1	0	1	No data	-0.46030423004792664	-0.8740679440858542	-1	No data	No data	0	-1	-1
IL18R1	0.05477915676362647	0.5	0	0	0	0	0	0	No data	-0.09762450510523024	-0.39602281980394116	0	No data	No data	0	0.5	0
RAB44	0.0523700009957977	No data	0	0	0	0	0	0	No data	0.15346947280683465	-0.08949666429990372	No data	No data	No data	0	1	1
PPARD	0.05225977179453017	1	0	0	1	1	1	0.6145150000000001	1	-0.8991456553448636	-0.9097519555911162	0	-1	No data	-0.09863999999999998	-1	-1
GOLGB1	0.05170161739812799	No data	0	0	0	0	0	0	No data	-0.6009585330277141	-0.08467737040303486	0	No data	No data	No data	-1	-1
PHKG2	0.05140123574749263	No data	0	0	1	1	1	0.6798050000000003	No data	-0.3098562200458429	-0.3444418667398136	0	No data	No data	0	1	-1
CFAP126	0.05087291158642451	No data	1	0	0	0	0	0	No data	0.7486976453427798	No data	0	No data	No data	No data	0.5	0
WDR27	0.05064275633994091	No data	0	0	0	0	0	0	No data	-0.023442383829964553	-0.8239850648374358	0	No data	No data	0	-1	0
PAQR5	0.05036452705178645	No data	0	0	0	0	0	0.5757599999999996	No data	-0.2524484267555741	-0.17389382006412213	0	No data	No data	0	0.5	0
STK38	0.050099813843342264	No data	0	0	1	1	0	0.9354849999999999	No data	-0.3310064596790998	-0.8366457511168562	0	No data	No data	-0.6720424999999999	-1	-1
C2CD4A	0.04915036929257809	No data	0	0	0	0	0	No data	No data	0.6465930402167117	No data	0	No data	No data	-0.4850950000000001	0.5	0.5
NUPR1	0.0484675171697738	No data	0	0	0	0	0	0	No data	0.9369660345905397	-0.20363345368340835	0	No data	No data	0	0.5	-1
SMC4	0.04837342497145916	No data	0	0	0	0	0	0.4759300000000003	No data	-0.5203167326526359	No data	-1	No data	No data	0	0.5	0
ZBTB11	0.048288390622549665	No data	0	0	0	0	0	0.45869	No data	-0.44321733694519694	No data	-1	No data	No data	0	-1	-1
MECP2	0.0482294623873431	No data	0	0	0	1	0	0.738955	No data	-0.6201291935819963	-0.9689914649119804	0	No data	No data	0	-1	-1
TCTA	0.0482109816937421	No data	0	0	0	0	0	0.12621499999999983	No data	0.8090227130652219	No data	0	No data	No data	No data	-1	-1
APOBEC4	0.048153989919892524	No data	No data	No data	0	0	0	0	No data	0.592206709731194	No data	0	No data	No data	No data	0.75	0.5
CLN3	0.048130071689249355	No data	1	0	0	0	0	0.29223500000000013	No data	-0.007188997707855749	-0.8719538629126927	0	No data	No data	No data	-1	-1
PROK2	0.04799618220319105	No data	0	1	0	0	0	0.30232499999999973	No data	0.7146280475098978	-0.05377051238253633	0	No data	No data	0	0.5	0
SLC24A2	0.047622358905766965	No data	1	0	0	0	0	0.37973	No data	-0.4084184205042717	No data	0	No data	No data	0	0.5	0.5
C2CD4B	0.04757001397825858	No data	0	0	0	0	0	No data	No data	0.9738487184830174	-0.19222930438350494	0	No data	No data	-0.5123625	1	0
