,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
10757,ENSG00000142949,PTPRF,Stim48hr,452.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000142949,ENSG00000142949_Stim48hr,PTPRF
10758,ENSG00000147121,KRBOX4,Stim48hr,729.0,1,4,5,-7.868137257621981,True,10.29931046630932,False,2-10 DE genes,on-target KD,ENSG00000147121,ENSG00000147121_Stim48hr,KRBOX4
10759,ENSG00000151640,DPYSL4,Stim48hr,1343.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000151640,ENSG00000151640_Stim48hr,DPYSL4
10760,ENSG00000155324,GRAMD2B,Stim48hr,639.0,0,1,1,-8.640800387458974,True,15.991313599296053,False,1 DE gene,on-target KD,ENSG00000155324,ENSG00000155324_Stim48hr,GRAMD2B
10761,ENSG00000156795,WDYHV1,Stim48hr,1130.0,1,1,2,-20.351564747024337,True,52.46375467970852,False,2-10 DE genes,on-target KD,ENSG00000156795,ENSG00000156795_Stim48hr,NTAQ1
10762,ENSG00000160570,DEDD2,Stim48hr,302.0,8,10,18,-7.698972361911164,True,24.413119867348613,False,>10 DE genes,on-target KD,ENSG00000160570,ENSG00000160570_Stim48hr,DEDD2
10763,ENSG00000162971,TYW5,Stim48hr,518.0,2,2,4,-10.307075557073418,True,26.02847738017435,True,2-10 DE genes,on-target KD,ENSG00000162971,ENSG00000162971_Stim48hr,TYW5
10764,ENSG00000165526,RPUSD4,Stim48hr,262.0,1,1,2,-5.904967163514661,True,45.13695435372719,False,2-10 DE genes,on-target KD,ENSG00000165526,ENSG00000165526_Stim48hr,RPUSD4
10765,ENSG00000166289,PLEKHF1,Stim48hr,384.0,1,1,2,-10.217853690986871,True,39.42758264306335,False,2-10 DE genes,on-target KD,ENSG00000166289,ENSG00000166289_Stim48hr,PLEKHF1
10766,ENSG00000168137,SETD5,Stim48hr,622.0,5,5,10,-11.424448731326333,True,100.4698491216719,False,2-10 DE genes,on-target KD,ENSG00000168137,ENSG00000168137_Stim48hr,SETD5
10767,ENSG00000170464,DNAJC18,Stim48hr,906.0,1,1,2,-16.049796428962022,True,48.3461349296494,False,2-10 DE genes,on-target KD,ENSG00000170464,ENSG00000170464_Stim48hr,DNAJC18
10768,ENSG00000173868,PHOSPHO1,Stim48hr,729.0,6,4,10,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000173868,ENSG00000173868_Stim48hr,PHOSPHO1
10769,ENSG00000177917,ARL6IP6,Stim48hr,884.0,0,4,4,-10.285126024515456,True,48.59013375330189,False,2-10 DE genes,on-target KD,ENSG00000177917,ENSG00000177917_Stim48hr,ARL6IP6
10770,ENSG00000177963,RIC8A,Stim48hr,725.0,40,45,85,-17.337658729014155,True,54.82419377542822,True,>10 DE genes,on-target KD,ENSG00000177963,ENSG00000177963_Stim48hr,RIC8A
10771,ENSG00000180398,MCFD2,Stim48hr,149.0,28,9,37,1.5917308689380607,False,61.80760157156018,False,>10 DE genes,no on-target KD,ENSG00000180398,ENSG00000180398_Stim48hr,MCFD2
10772,ENSG00000182141,ZNF708,Stim48hr,1103.0,0,1,1,-11.30334167269279,True,14.424270386832566,False,1 DE gene,on-target KD,ENSG00000182141,ENSG00000182141_Stim48hr,ZNF708
10773,ENSG00000182287,AP1S2,Stim48hr,461.0,2,2,4,-11.399047786808408,True,38.98673823820945,False,2-10 DE genes,on-target KD,ENSG00000182287,ENSG00000182287_Stim48hr,AP1S2
10774,ENSG00000183054,RGPD6,Stim48hr,162.0,41,30,71,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000183054,ENSG00000183054_Stim48hr,RGPD6
10775,ENSG00000183856,IQGAP3,Stim48hr,189.0,1,1,2,-4.5296415351017885,True,17.03168831530764,False,2-10 DE genes,on-target KD,ENSG00000183856,ENSG00000183856_Stim48hr,IQGAP3
10776,ENSG00000186017,ZNF566,Stim48hr,285.0,9,8,17,-4.125792469365988,True,6.6471207797885965,False,>10 DE genes,on-target KD,ENSG00000186017,ENSG00000186017_Stim48hr,ZNF566
10777,ENSG00000186827,TNFRSF4,Stim48hr,632.0,1,2,3,-10.99771614612598,True,63.70234568850811,False,2-10 DE genes,on-target KD,ENSG00000186827,ENSG00000186827_Stim48hr,TNFRSF4
10778,ENSG00000188906,LRRK2,Stim48hr,415.0,5,3,8,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000188906,ENSG00000188906_Stim48hr,LRRK2
10779,ENSG00000196739,COL27A1,Stim48hr,564.0,1,1,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000196739,ENSG00000196739_Stim48hr,COL27A1
10780,ENSG00000196937,FAM3C,Stim48hr,795.0,16,11,27,-6.465961491454807,True,305.6229810537891,False,>10 DE genes,on-target KD,ENSG00000196937,ENSG00000196937_Stim48hr,FAM3C
10781,ENSG00000198839,ZNF277,Stim48hr,578.0,3,1,4,-16.585262595635637,True,49.701467761647336,False,2-10 DE genes,on-target KD,ENSG00000198839,ENSG00000198839_Stim48hr,ZNF277
10782,ENSG00000204227,RING1,Stim48hr,763.0,4,6,10,-8.5752179912839,True,19.373722665967527,True,2-10 DE genes,on-target KD,ENSG00000204227,ENSG00000204227_Stim48hr,RING1
10783,ENSG00000204311,PJVK,Stim48hr,692.0,0,1,1,-2.861003228619673,False,1.6947800696081543,True,1 DE gene,putative off-target,ENSG00000204311,ENSG00000204311_Stim48hr,PJVK
10784,ENSG00000205927,OLIG2,Stim48hr,364.0,0,1,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000205927,ENSG00000205927_Stim48hr,OLIG2
10785,ENSG00000206535,LNP1,Stim48hr,608.0,0,2,2,-5.278657584937347,True,4.926019317658412,True,2-10 DE genes,on-target KD,ENSG00000206535,ENSG00000206535_Stim48hr,LNP1
10786,ENSG00000239839,DEFA3,Stim48hr,311.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000239839,ENSG00000239839_Stim48hr,DEFA3
10787,ENSG00000278619,MRM1,Stim48hr,303.0,4,1,5,-6.384619747665619,True,14.113955964484202,False,2-10 DE genes,on-target KD,ENSG00000278619,ENSG00000278619_Stim48hr,MRM1
10788,ENSG00000013364,MVP,Stim8hr,580.0,2,4,6,-10.339154355808224,True,22.72492595066865,False,2-10 DE genes,on-target KD,ENSG00000013364,ENSG00000013364_Stim8hr,MVP
10789,ENSG00000023572,GLRX2,Stim8hr,737.0,1,1,2,-20.314658296169416,True,75.1458711890772,False,2-10 DE genes,on-target KD,ENSG00000023572,ENSG00000023572_Stim8hr,GLRX2
10790,ENSG00000042493,CAPG,Stim8hr,527.0,0,0,0,-1.3539752912848406,False,24.01268880422137,False,no effect,no on-target KD,ENSG00000042493,ENSG00000042493_Stim8hr,CAPG
10791,ENSG00000059804,SLC2A3,Stim8hr,2407.0,1,1,2,-19.76166570467021,True,71.00950371422901,False,2-10 DE genes,on-target KD,ENSG00000059804,ENSG00000059804_Stim8hr,SLC2A3
10792,ENSG00000087303,NID2,Stim8hr,572.0,3,0,3,-0.1790060468250032,False,0.1715719873607845,False,2-10 DE genes,no on-target KD,ENSG00000087303,ENSG00000087303_Stim8hr,NID2
10793,ENSG00000090339,ICAM1,Stim8hr,847.0,2,1,3,-17.03561124857123,True,57.89210594183816,False,2-10 DE genes,on-target KD,ENSG00000090339,ENSG00000090339_Stim8hr,ICAM1
10794,ENSG00000100294,MCAT,Stim8hr,703.0,0,2,2,-12.972756569922034,True,25.55956882478004,True,2-10 DE genes,on-target KD,ENSG00000100294,ENSG00000100294_Stim8hr,MCAT
10795,ENSG00000100417,PMM1,Stim8hr,758.0,0,1,1,-7.512009453697923,True,7.611576248509713,False,1 DE gene,on-target KD,ENSG00000100417,ENSG00000100417_Stim8hr,PMM1
10796,ENSG00000103248,MTHFSD,Stim8hr,727.0,1,3,4,-9.110575245396609,True,11.62228366338424,False,2-10 DE genes,on-target KD,ENSG00000103248,ENSG00000103248_Stim8hr,MTHFSD
10797,ENSG00000104522,TSTA3,Stim8hr,821.0,0,1,1,-31.38845533110207,True,161.9437068816365,False,1 DE gene,on-target KD,ENSG00000104522,ENSG00000104522_Stim8hr,GFUS
10798,ENSG00000106018,VIPR2,Stim8hr,297.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000106018,ENSG00000106018_Stim8hr,VIPR2
10799,ENSG00000111817,DSE,Stim8hr,571.0,0,0,0,-1.6083373369201412,False,1.163951843209437,False,no effect,no on-target KD,ENSG00000111817,ENSG00000111817_Stim8hr,DSE
10800,ENSG00000113739,STC2,Stim8hr,603.0,0,3,3,-2.855606811875955,False,2.144734812641892,False,2-10 DE genes,no on-target KD,ENSG00000113739,ENSG00000113739_Stim8hr,STC2
10801,ENSG00000120063,GNA13,Stim8hr,295.0,3,11,14,-9.0893038746309,True,109.56241000330154,False,>10 DE genes,on-target KD,ENSG00000120063,ENSG00000120063_Stim8hr,GNA13
10802,ENSG00000124444,ZNF576,Stim8hr,443.0,1,3,4,-8.135494593745157,True,13.886873715393367,False,2-10 DE genes,on-target KD,ENSG00000124444,ENSG00000124444_Stim8hr,ZNF576
10803,ENSG00000124767,GLO1,Stim8hr,441.0,1,4,5,-15.908167504938534,True,69.65539101908143,False,2-10 DE genes,on-target KD,ENSG00000124767,ENSG00000124767_Stim8hr,GLO1
10804,ENSG00000125166,GOT2,Stim8hr,859.0,0,4,4,-36.827148001394654,True,205.42972769982816,False,2-10 DE genes,on-target KD,ENSG00000125166,ENSG00000125166_Stim8hr,GOT2
10805,ENSG00000125779,PANK2,Stim8hr,661.0,0,1,1,-5.424296404044254,True,6.04796634480053,False,1 DE gene,on-target KD,ENSG00000125779,ENSG00000125779_Stim8hr,PANK2
10806,ENSG00000126768,TIMM17B,Stim8hr,218.0,21,22,43,-4.943645600040605,False,14.884884114920048,True,>10 DE genes,putative off-target,ENSG00000126768,ENSG00000126768_Stim8hr,TIMM17B
10807,ENSG00000132205,EMILIN2,Stim8hr,600.0,0,0,0,-2.3348268869429925,False,2.697120843290763,False,no effect,no on-target KD,ENSG00000132205,ENSG00000132205_Stim8hr,EMILIN2
10808,ENSG00000133773,CCDC59,Stim8hr,100.0,34,40,74,-8.276434449434428,True,190.8545150983701,False,>10 DE genes,on-target KD,ENSG00000133773,ENSG00000133773_Stim8hr,CCDC59
10809,ENSG00000135547,HEY2,Stim8hr,848.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000135547,ENSG00000135547_Stim8hr,HEY2
10810,ENSG00000139908,TSSK4,Stim8hr,189.0,0,0,0,-0.6280435003086545,False,0.6408225989123045,False,no effect,no on-target KD,ENSG00000139908,ENSG00000139908_Stim8hr,TSSK4
10811,ENSG00000143162,CREG1,Stim8hr,397.0,1,1,2,-12.377610446970785,True,44.10903631579321,False,2-10 DE genes,on-target KD,ENSG00000143162,ENSG00000143162_Stim8hr,CREG1
10812,ENSG00000148384,INPP5E,Stim8hr,633.0,0,1,1,-9.494727006598833,True,20.37364233349641,False,1 DE gene,on-target KD,ENSG00000148384,ENSG00000148384_Stim8hr,INPP5E
10813,ENSG00000154589,LY96,Stim8hr,1123.0,13,4,17,-5.783168895985638,True,3.903614521153096,False,>10 DE genes,on-target KD,ENSG00000154589,ENSG00000154589_Stim8hr,LY96
10814,ENSG00000154764,WNT7A,Stim8hr,151.0,4,6,10,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000154764,ENSG00000154764_Stim8hr,WNT7A
10815,ENSG00000159128,IFNGR2,Stim8hr,510.0,7,63,70,-4.715141143679452,True,7.53559247900043,False,>10 DE genes,on-target KD,ENSG00000159128,ENSG00000159128_Stim8hr,IFNGR2
10816,ENSG00000160685,ZBTB7B,Stim8hr,1379.0,0,2,2,-5.595269815697328,True,160.36730280030326,False,2-10 DE genes,on-target KD,ENSG00000160685,ENSG00000160685_Stim8hr,ZBTB7B
10817,ENSG00000163874,ZC3H12A,Stim8hr,753.0,120,141,261,-7.238053867525023,True,47.89524111687778,False,>10 DE genes,on-target KD,ENSG00000163874,ENSG00000163874_Stim8hr,ZC3H12A
10818,ENSG00000165568,AKR1E2,Stim8hr,498.0,0,0,0,-2.663070799734098,False,1.7855621683535703,False,no effect,no on-target KD,ENSG00000165568,ENSG00000165568_Stim8hr,AKR1E2
10819,ENSG00000165879,FRAT1,Stim8hr,648.0,0,0,0,-1.136971640965945,False,0.4004245438398515,False,no effect,no on-target KD,ENSG00000165879,ENSG00000165879_Stim8hr,FRAT1
10820,ENSG00000166169,POLL,Stim8hr,677.0,0,2,2,-9.529317818336914,True,15.77146172345656,True,2-10 DE genes,on-target KD,ENSG00000166169,ENSG00000166169_Stim8hr,POLL
10821,ENSG00000168269,FOXI1,Stim8hr,1014.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000168269,ENSG00000168269_Stim8hr,FOXI1
10822,ENSG00000169826,CSGALNACT2,Stim8hr,439.0,0,4,4,-10.808441277057607,True,29.14172289676972,False,2-10 DE genes,on-target KD,ENSG00000169826,ENSG00000169826_Stim8hr,CSGALNACT2
10823,ENSG00000170322,NFRKB,Stim8hr,1387.0,1492,1400,2892,-20.5438187996058,True,32.40532963951105,False,>10 DE genes,on-target KD,ENSG00000170322,ENSG00000170322_Stim8hr,NFRKB
10824,ENSG00000173715,C11orf80,Stim8hr,607.0,1,2,3,-6.405784385869712,True,7.978674673737895,False,2-10 DE genes,on-target KD,ENSG00000173715,ENSG00000173715_Stim8hr,TOP6BL
10825,ENSG00000176083,ZNF683,Stim8hr,562.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000176083,ENSG00000176083_Stim8hr,ZNF683
10826,ENSG00000179304,FAM156B,Stim8hr,618.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000179304,ENSG00000179304_Stim8hr,FAM156B
10827,ENSG00000180353,HCLS1,Stim8hr,345.0,0,3,3,-26.1619860222108,True,290.725497941655,False,2-10 DE genes,on-target KD,ENSG00000180353,ENSG00000180353_Stim8hr,HCLS1
10828,ENSG00000189269,DRICH1,Stim8hr,1025.0,0,1,1,-1.131836232442312,False,0.6450040304731113,False,1 DE gene,no on-target KD,ENSG00000189269,ENSG00000189269_Stim8hr,DRICH1
10829,ENSG00000198440,ZNF583,Stim8hr,1171.0,0,2,2,-8.485727810393936,True,7.272188274218618,False,2-10 DE genes,on-target KD,ENSG00000198440,ENSG00000198440_Stim8hr,ZNF583
10830,ENSG00000198513,ATL1,Stim8hr,647.0,152,28,180,-2.1947464823449963,False,1.35100563570981,False,>10 DE genes,no on-target KD,ENSG00000198513,ENSG00000198513_Stim8hr,ATL1
10831,ENSG00000198589,LRBA,Stim8hr,376.0,2204,789,2993,-17.732844265379157,True,125.59087610234955,False,>10 DE genes,on-target KD,ENSG00000198589,ENSG00000198589_Stim8hr,LRBA
10832,ENSG00000198862,LTN1,Stim8hr,425.0,1,1,2,-11.407256193340872,True,37.66509760617,False,2-10 DE genes,on-target KD,ENSG00000198862,ENSG00000198862_Stim8hr,LTN1
10833,ENSG00000204595,DPRX,Stim8hr,522.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000204595,ENSG00000204595_Stim8hr,DPRX
10834,ENSG00000240583,AQP1,Stim8hr,407.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000240583,ENSG00000240583_Stim8hr,AQP1
10835,ENSG00000242574,HLA-DMB,Stim8hr,547.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000242574,ENSG00000242574_Stim8hr,HLA-DMB
10836,ENSG00000243989,ACY1,Stim8hr,708.0,0,1,1,-11.125087063319562,True,19.665178379076146,False,1 DE gene,on-target KD,ENSG00000243989,ENSG00000243989_Stim8hr,ACY1
10837,ENSG00000276180,HIST1H4I,Stim8hr,2735.0,0,2,2,-7.270031115021208,True,2.692489696974852,False,2-10 DE genes,on-target KD,ENSG00000276180,ENSG00000276180_Stim8hr,H4C9
10838,ENSG00000011478,QPCTL,Rest,646.0,7,0,7,-3.8431733165577593,False,4.940704927260221,False,2-10 DE genes,no on-target KD,ENSG00000011478,ENSG00000011478_Rest,QPCTL
10839,ENSG00000013374,NUB1,Rest,290.0,0,3,3,-12.17401118332034,True,65.83540491048356,False,2-10 DE genes,on-target KD,ENSG00000013374,ENSG00000013374_Rest,NUB1
10840,ENSG00000031691,CENPQ,Rest,137.0,1,1,2,-3.014492645219722,False,18.92076982771678,False,2-10 DE genes,no on-target KD,ENSG00000031691,ENSG00000031691_Rest,CENPQ
10841,ENSG00000090339,ICAM1,Rest,814.0,1,1,2,-8.661002037318296,True,11.455019245905037,False,2-10 DE genes,on-target KD,ENSG00000090339,ENSG00000090339_Rest,ICAM1
10842,ENSG00000100243,CYB5R3,Rest,300.0,2,1,3,-13.0962920969145,True,69.72356516877042,False,2-10 DE genes,on-target KD,ENSG00000100243,ENSG00000100243_Rest,CYB5R3
10843,ENSG00000104447,TRPS1,Rest,1059.0,0,2,2,-9.036221110353216,True,12.093782041445248,False,2-10 DE genes,on-target KD,ENSG00000104447,ENSG00000104447_Rest,TRPS1
10844,ENSG00000105404,RABAC1,Rest,679.0,1,1,2,-15.32692588989548,True,72.12592609489549,False,2-10 DE genes,on-target KD,ENSG00000105404,ENSG00000105404_Rest,RABAC1
10845,ENSG00000106404,CLDN15,Rest,654.0,0,1,1,-1.790317171953493,False,9.78602406329695,False,1 DE gene,no on-target KD,ENSG00000106404,ENSG00000106404_Rest,CLDN15
10846,ENSG00000107331,ABCA2,Rest,281.0,0,1,1,-6.182601272621398,True,46.90812379982884,False,1 DE gene,on-target KD,ENSG00000107331,ENSG00000107331_Rest,ABCA2
10847,ENSG00000108582,CPD,Rest,380.0,0,1,1,-8.328871117976579,True,21.152406452823293,False,1 DE gene,on-target KD,ENSG00000108582,ENSG00000108582_Rest,CPD
10848,ENSG00000115935,WIPF1,Rest,603.0,12,0,12,-0.1297782237829895,False,378.6973464706735,False,>10 DE genes,no on-target KD,ENSG00000115935,ENSG00000115935_Rest,WIPF1
10849,ENSG00000116251,RPL22,Rest,306.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000116251,ENSG00000116251_Rest,RPL22
10850,ENSG00000116667,C1orf21,Rest,425.0,599,244,843,-8.742933102152794,True,28.41583536853536,False,>10 DE genes,on-target KD,ENSG00000116667,ENSG00000116667_Rest,C1orf21
10851,ENSG00000119048,UBE2B,Rest,155.0,24,11,35,-3.5696981072842635,False,108.57593440192876,False,>10 DE genes,no on-target KD,ENSG00000119048,ENSG00000119048_Rest,UBE2B
10852,ENSG00000120093,HOXB3,Rest,1021.0,0,0,0,-2.0530692418382075,False,6.953009632067793,False,no effect,no on-target KD,ENSG00000120093,ENSG00000120093_Rest,HOXB3
10853,ENSG00000123329,ARHGAP9,Rest,575.0,0,1,1,-15.875120312414516,True,53.77091739945133,False,1 DE gene,on-target KD,ENSG00000123329,ENSG00000123329_Rest,ARHGAP9
10854,ENSG00000124422,USP22,Rest,1653.0,1189,594,1783,-22.80175148861433,True,38.451779176934686,False,>10 DE genes,on-target KD,ENSG00000124422,ENSG00000124422_Rest,USP22
10855,ENSG00000125629,INSIG2,Rest,351.0,0,3,3,-8.062423925668071,True,20.14976225305027,False,2-10 DE genes,on-target KD,ENSG00000125629,ENSG00000125629_Rest,INSIG2
10856,ENSG00000125991,ERGIC3,Rest,3083.0,29,38,67,-31.073267724871517,True,122.31555523426589,False,>10 DE genes,on-target KD,ENSG00000125991,ENSG00000125991_Rest,ERGIC3
10857,ENSG00000132329,RAMP1,Rest,1340.0,0,1,1,-11.484443475223186,True,38.36307647062803,False,1 DE gene,on-target KD,ENSG00000132329,ENSG00000132329_Rest,RAMP1
10858,ENSG00000132773,TOE1,Rest,530.0,13,9,22,-10.002939063274562,True,24.229053978810583,True,>10 DE genes,on-target KD,ENSG00000132773,ENSG00000132773_Rest,TOE1
10859,ENSG00000133059,DSTYK,Rest,680.0,0,3,3,-10.623708819459136,True,18.109803016587684,False,2-10 DE genes,on-target KD,ENSG00000133059,ENSG00000133059_Rest,DSTYK
10860,ENSG00000133812,SBF2,Rest,470.0,0,0,0,-2.4577405964086454,False,2.749403693074531,False,no effect,no on-target KD,ENSG00000133812,ENSG00000133812_Rest,SBF2
10861,ENSG00000135916,ITM2C,Rest,402.0,0,1,1,-11.008764950171091,True,78.2915894258618,False,1 DE gene,on-target KD,ENSG00000135916,ENSG00000135916_Rest,ITM2C
10862,ENSG00000136867,SLC31A2,Rest,2002.0,0,1,1,-7.069507789412782,True,2.551677897563404,False,1 DE gene,on-target KD,ENSG00000136867,ENSG00000136867_Rest,SLC31A2
10863,ENSG00000140153,WDR20,Rest,777.0,0,2,2,-17.51960303387849,True,46.33763571662916,False,2-10 DE genes,on-target KD,ENSG00000140153,ENSG00000140153_Rest,WDR20
10864,ENSG00000144224,UBXN4,Rest,574.0,0,1,1,-26.588911232032547,True,144.75573988815927,False,1 DE gene,on-target KD,ENSG00000144224,ENSG00000144224_Rest,UBXN4
10865,ENSG00000145247,OCIAD2,Rest,72.0,4,1,5,-8.739260811301166,True,155.97779243475102,False,2-10 DE genes,on-target KD,ENSG00000145247,ENSG00000145247_Rest,OCIAD2
10866,ENSG00000147133,TAF1,Rest,216.0,1,0,1,-3.127177034008978,False,23.400756223839306,False,1 DE gene,no on-target KD,ENSG00000147133,ENSG00000147133_Rest,TAF1
10867,ENSG00000148331,ASB6,Rest,26.0,11,4,15,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000148331,ENSG00000148331_Rest,ASB6
10868,ENSG00000151414,NEK7,Rest,908.0,0,4,4,-19.17434332766954,True,61.92285012971276,False,2-10 DE genes,on-target KD,ENSG00000151414,ENSG00000151414_Rest,NEK7
10869,ENSG00000158864,NDUFS2,Rest,1488.0,2,10,12,-31.42429553879554,True,86.74900249977625,False,>10 DE genes,on-target KD,ENSG00000158864,ENSG00000158864_Rest,NDUFS2
10870,ENSG00000159055,MIS18A,Rest,30.0,4,0,4,0.3822665625301427,False,34.70188331515529,False,2-10 DE genes,no on-target KD,ENSG00000159055,ENSG00000159055_Rest,MIS18A
10871,ENSG00000166780,C16orf45,Rest,868.0,0,1,1,-3.3954757120353403,False,1.9631053456382304,False,1 DE gene,no on-target KD,ENSG00000166780,ENSG00000166780_Rest,BMERB1
10872,ENSG00000169241,SLC50A1,Rest,1350.0,0,1,1,-21.31830020134307,True,54.74974037922013,False,1 DE gene,on-target KD,ENSG00000169241,ENSG00000169241_Rest,SLC50A1
10873,ENSG00000169313,P2RY12,Rest,598.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000169313,ENSG00000169313_Rest,P2RY12
10874,ENSG00000169612,RAMAC,Rest,255.0,0,0,0,-2.850768457987269,False,24.06204363310373,False,no effect,no on-target KD,ENSG00000169612,ENSG00000169612_Rest,RAMAC
10875,ENSG00000170892,TSEN34,Rest,532.0,0,0,0,-3.5086098184541443,False,3.565577267781776,False,no effect,no on-target KD,ENSG00000170892,ENSG00000170892_Rest,TSEN34
10876,ENSG00000175213,ZNF408,Rest,515.0,2,11,13,-6.029271149562178,True,8.043996713123953,True,>10 DE genes,on-target KD,ENSG00000175213,ENSG00000175213_Rest,ZNF408
10877,ENSG00000179715,PCED1B,Rest,987.0,0,1,1,-1.1064003806280602,False,98.05027427391074,True,1 DE gene,putative off-target,ENSG00000179715,ENSG00000179715_Rest,PCED1B
10878,ENSG00000179886,TIGD5,Rest,254.0,1,0,1,-3.7962305360637862,False,10.017640865256515,False,1 DE gene,no on-target KD,ENSG00000179886,ENSG00000179886_Rest,TIGD5
10879,ENSG00000180720,CHRM4,Rest,448.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000180720,ENSG00000180720_Rest,CHRM4
10880,ENSG00000180902,D2HGDH,Rest,560.0,0,1,1,-3.0879972496232484,False,3.04368395415874,False,1 DE gene,no on-target KD,ENSG00000180902,ENSG00000180902_Rest,D2HGDH
10881,ENSG00000183354,KIAA2026,Rest,266.0,52,67,119,-4.129973210132135,True,52.26226664417073,False,>10 DE genes,on-target KD,ENSG00000183354,ENSG00000183354_Rest,BRD10
10882,ENSG00000186265,BTLA,Rest,916.0,8,2,10,-6.4379270239659725,True,7.428608790129304,False,2-10 DE genes,on-target KD,ENSG00000186265,ENSG00000186265_Rest,BTLA
10883,ENSG00000188629,ZNF177,Rest,891.0,20,4,24,-1.881254838831344,False,0.5847735712749941,True,>10 DE genes,putative off-target,ENSG00000188629,ENSG00000188629_Rest,ZNF177
10884,ENSG00000204977,TRIM13,Rest,318.0,1,2,3,-8.142540878000588,True,23.35382121654837,False,2-10 DE genes,on-target KD,ENSG00000204977,ENSG00000204977_Rest,TRIM13
10885,ENSG00000213719,CLIC1,Rest,497.0,0,1,1,-3.0842450646503625,False,25.677616377816644,False,1 DE gene,no on-target KD,ENSG00000213719,ENSG00000213719_Rest,CLIC1
10886,ENSG00000239779,WBP1,Rest,919.0,2,2,4,-11.737817287325091,True,25.50690291683432,False,2-10 DE genes,on-target KD,ENSG00000239779,ENSG00000239779_Rest,WBP1
10887,ENSG00000277586,NEFL,Rest,276.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000277586,ENSG00000277586_Rest,NEFL
10888,ENSG00000023516,AKAP11,Stim48hr,191.0,2,1,3,-12.47644070186471,True,107.67013148621764,False,2-10 DE genes,on-target KD,ENSG00000023516,ENSG00000023516_Stim48hr,AKAP11
10889,ENSG00000029993,HMGB3,Stim48hr,685.0,14,40,54,-4.032797409934513,True,2.52145635869594,False,>10 DE genes,on-target KD,ENSG00000029993,ENSG00000029993_Stim48hr,HMGB3
