,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
10612,ENSG00000156990,RPUSD3,Stim48hr,568.0,505,733,1238,-13.10590808706062,True,33.74513268003816,False,>10 DE genes,on-target KD,ENSG00000156990,ENSG00000156990_Stim48hr,RPUSD3
10613,ENSG00000158109,TPRG1L,Stim48hr,733.0,19,40,59,-7.810497838065157,True,10.466689756495946,False,>10 DE genes,on-target KD,ENSG00000158109,ENSG00000158109_Stim48hr,TPRG1L
10614,ENSG00000160336,ZNF761,Stim48hr,808.0,1,1,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000160336,ENSG00000160336_Stim48hr,ZNF761
10615,ENSG00000162551,ALPL,Stim48hr,726.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000162551,ENSG00000162551_Stim48hr,ALPL
10616,ENSG00000163541,SUCLG1,Stim48hr,755.0,41,28,69,-27.784521663807578,True,121.79992059257098,False,>10 DE genes,on-target KD,ENSG00000163541,ENSG00000163541_Stim48hr,SUCLG1
10617,ENSG00000163704,PRRT3,Stim48hr,517.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000163704,ENSG00000163704_Stim48hr,PRRT3
10618,ENSG00000167220,HDHD2,Stim48hr,167.0,0,0,0,-3.1198058937065354,False,61.87592191977027,False,no effect,no on-target KD,ENSG00000167220,ENSG00000167220_Stim48hr,HDHD2
10619,ENSG00000167862,MRPL58,Stim48hr,292.0,78,58,136,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000167862,ENSG00000167862_Stim48hr,MRPL58
10620,ENSG00000169047,IRS1,Stim48hr,425.0,3,0,3,-3.5027846976202124,False,3.4770642132070053,False,2-10 DE genes,no on-target KD,ENSG00000169047,ENSG00000169047_Stim48hr,IRS1
10621,ENSG00000169991,IFFO2,Stim48hr,1116.0,37,6,43,-11.399362376007234,True,67.70066491337782,False,>10 DE genes,on-target KD,ENSG00000169991,ENSG00000169991_Stim48hr,IFFO2
10622,ENSG00000170955,CAVIN3,Stim48hr,880.0,10,1,11,-6.764117695682772,True,6.434041496811826,False,>10 DE genes,on-target KD,ENSG00000170955,ENSG00000170955_Stim48hr,CAVIN3
10623,ENSG00000171159,C9orf16,Stim48hr,621.0,0,1,1,-23.521766866963283,True,106.09130490211508,False,1 DE gene,on-target KD,ENSG00000171159,ENSG00000171159_Stim48hr,BBLN
10624,ENSG00000172667,ZMAT3,Stim48hr,763.0,0,2,2,-11.781779240604978,True,35.14490651787697,False,2-10 DE genes,on-target KD,ENSG00000172667,ENSG00000172667_Stim48hr,ZMAT3
10625,ENSG00000173442,EHBP1L1,Stim48hr,299.0,5,2,7,-18.82417917613172,True,177.2297654983336,False,2-10 DE genes,on-target KD,ENSG00000173442,ENSG00000173442_Stim48hr,EHBP1L1
10626,ENSG00000174021,GNG5,Stim48hr,149.0,42,22,64,-2.878966271188524,True,21.900193732164585,False,>10 DE genes,on-target KD,ENSG00000174021,ENSG00000174021_Stim48hr,GNG5
10627,ENSG00000179922,ZNF784,Stim48hr,992.0,0,1,1,-7.116045982947743,True,6.208336137751979,False,1 DE gene,on-target KD,ENSG00000179922,ENSG00000179922_Stim48hr,ZNF784
10628,ENSG00000180921,FAM83H,Stim48hr,358.0,1,1,2,-3.295489920118019,False,3.3163209654375376,False,2-10 DE genes,no on-target KD,ENSG00000180921,ENSG00000180921_Stim48hr,FAM83H
10629,ENSG00000183617,MRPL54,Stim48hr,283.0,45,16,61,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000183617,ENSG00000183617_Stim48hr,MRPL54
10630,ENSG00000186166,CCDC84,Stim48hr,60.0,9,3,12,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000186166,ENSG00000186166_Stim48hr,CENATAC
10631,ENSG00000188636,RTL6,Stim48hr,391.0,1,0,1,-3.406862568748786,False,3.121957455120844,False,1 DE gene,no on-target KD,ENSG00000188636,ENSG00000188636_Stim48hr,RTL6
10632,ENSG00000197343,ZNF655,Stim48hr,458.0,36,32,68,-15.663743784255638,True,59.6457916695539,False,>10 DE genes,on-target KD,ENSG00000197343,ENSG00000197343_Stim48hr,ZNF655
10633,ENSG00000197461,PDGFA,Stim48hr,811.0,0,0,0,-3.457945047688611,False,3.150669532605684,False,no effect,no on-target KD,ENSG00000197461,ENSG00000197461_Stim48hr,PDGFA
10634,ENSG00000213402,PTPRCAP,Stim48hr,470.0,5,0,5,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000213402,ENSG00000213402_Stim48hr,PTPRCAP
10635,ENSG00000243364,EFNA4,Stim48hr,244.0,0,0,0,-2.057439211237811,False,2.125390463684645,False,no effect,no on-target KD,ENSG00000243364,ENSG00000243364_Stim48hr,EFNA4
10636,ENSG00000275379,HIST1H3I,Stim48hr,767.0,144,135,279,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000275379,ENSG00000275379_Stim48hr,H3C11
10637,ENSG00000276070,CCL4L2,Stim48hr,358.0,2,0,2,-2.2995449813407527,False,11.822235600251876,False,2-10 DE genes,no on-target KD,ENSG00000276070,ENSG00000276070_Stim48hr,CCL4L2
10638,ENSG00000019582,CD74,Rest,297.0,0,1,1,-14.556642463600888,True,1353.7656697109876,False,1 DE gene,on-target KD,ENSG00000019582,ENSG00000019582_Rest,CD74
10639,ENSG00000020129,NCDN,Rest,274.0,8,3,11,-5.527020303649176,True,20.14685708960628,True,>10 DE genes,on-target KD,ENSG00000020129,ENSG00000020129_Rest,NCDN
10640,ENSG00000067066,SP100,Rest,751.0,102,128,230,-23.705029944304965,True,109.02019774605728,False,>10 DE genes,on-target KD,ENSG00000067066,ENSG00000067066_Rest,SP100
10641,ENSG00000070882,OSBPL3,Rest,103.0,0,1,1,-5.043988684222736,True,33.5663404579496,False,1 DE gene,on-target KD,ENSG00000070882,ENSG00000070882_Rest,OSBPL3
10642,ENSG00000071564,TCF3,Rest,536.0,0,1,1,-7.467725948908482,True,25.788573969580792,False,1 DE gene,on-target KD,ENSG00000071564,ENSG00000071564_Rest,TCF3
10643,ENSG00000088280,ASAP3,Rest,1235.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000088280,ENSG00000088280_Rest,ASAP3
10644,ENSG00000105171,POP4,Rest,38.0,12,10,22,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000105171,ENSG00000105171_Rest,POP4
10645,ENSG00000106348,IMPDH1,Rest,301.0,0,0,0,-2.352417974189656,False,2.761070168794043,False,no effect,no on-target KD,ENSG00000106348,ENSG00000106348_Rest,IMPDH1
10646,ENSG00000111752,PHC1,Rest,276.0,0,1,1,-5.960327945914379,True,14.502933502162136,False,1 DE gene,on-target KD,ENSG00000111752,ENSG00000111752_Rest,PHC1
10647,ENSG00000111802,TDP2,Rest,626.0,0,2,2,-10.392184958056207,True,46.55818085586794,True,2-10 DE genes,on-target KD,ENSG00000111802,ENSG00000111802_Rest,TDP2
10648,ENSG00000115459,ELMOD3,Rest,219.0,19,1,20,-0.2592030479255931,False,9.029286300224497,False,>10 DE genes,no on-target KD,ENSG00000115459,ENSG00000115459_Rest,ELMOD3
10649,ENSG00000119328,FAM206A,Rest,253.0,13,1,14,-1.5559648512136868,False,1.8156587089693663,True,>10 DE genes,putative off-target,ENSG00000119328,ENSG00000119328_Rest,ABITRAM
10650,ENSG00000121775,TMEM39B,Rest,563.0,1,1,2,-11.178283824131656,True,24.95001322173705,False,2-10 DE genes,on-target KD,ENSG00000121775,ENSG00000121775_Rest,TMEM39B
10651,ENSG00000126217,MCF2L,Rest,526.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000126217,ENSG00000126217_Rest,MCF2L
10652,ENSG00000126778,SIX1,Rest,365.0,0,0,0,-0.7286433841806684,False,0.5517616823183481,False,no effect,no on-target KD,ENSG00000126778,ENSG00000126778_Rest,SIX1
10653,ENSG00000136279,DBNL,Rest,2216.0,4,4,8,-27.827237957951944,True,183.32543628852417,False,2-10 DE genes,on-target KD,ENSG00000136279,ENSG00000136279_Rest,DBNL
10654,ENSG00000136478,TEX2,Rest,739.0,0,1,1,-11.59909481120622,True,19.02695655042917,False,1 DE gene,on-target KD,ENSG00000136478,ENSG00000136478_Rest,TEX2
10655,ENSG00000139636,LMBR1L,Rest,274.0,43,5,48,-7.74774904805737,True,22.571857307774085,False,>10 DE genes,on-target KD,ENSG00000139636,ENSG00000139636_Rest,LMBR1L
10656,ENSG00000144645,OSBPL10,Rest,544.0,0,0,0,-1.3200911997716485,False,0.6644442659471739,False,no effect,no on-target KD,ENSG00000144645,ENSG00000144645_Rest,OSBPL10
10657,ENSG00000144834,TAGLN3,Rest,546.0,0,1,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000144834,ENSG00000144834_Rest,TAGLN3
10658,ENSG00000145782,ATG12,Rest,627.0,457,51,508,-20.75513434161457,True,75.55483919509354,True,>10 DE genes,on-target KD,ENSG00000145782,ENSG00000145782_Rest,ATG12
10659,ENSG00000146592,CREB5,Rest,516.0,1,2,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000146592,ENSG00000146592_Rest,CREB5
10660,ENSG00000149050,ZNF214,Rest,619.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000149050,ENSG00000149050_Rest,ZNF214
10661,ENSG00000151474,FRMD4A,Rest,191.0,0,2,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000151474,ENSG00000151474_Rest,FRMD4A
10662,ENSG00000153162,BMP6,Rest,426.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000153162,ENSG00000153162_Rest,BMP6
10663,ENSG00000164051,CCDC51,Rest,268.0,1,1,2,-2.817216445769263,False,10.188332708792236,True,2-10 DE genes,putative off-target,ENSG00000164051,ENSG00000164051_Rest,CCDC51
10664,ENSG00000165782,PIP4P1,Rest,183.0,6,18,24,-9.087179277727053,True,55.92431979100456,True,>10 DE genes,on-target KD,ENSG00000165782,ENSG00000165782_Rest,PIP4P1
10665,ENSG00000166313,APBB1,Rest,465.0,6,1,7,-4.679519822052164,True,6.308386219808607,False,2-10 DE genes,on-target KD,ENSG00000166313,ENSG00000166313_Rest,APBB1
10666,ENSG00000166411,IDH3A,Rest,157.0,7,1,8,-5.983243896654572,True,32.445619997593475,False,2-10 DE genes,on-target KD,ENSG00000166411,ENSG00000166411_Rest,IDH3A
10667,ENSG00000166454,ATMIN,Rest,606.0,0,2,2,-6.7588029800705085,True,36.41118289319984,False,2-10 DE genes,on-target KD,ENSG00000166454,ENSG00000166454_Rest,ATMIN
10668,ENSG00000166971,AKTIP,Rest,301.0,0,1,1,-11.663468067064414,True,50.064637526030815,False,1 DE gene,on-target KD,ENSG00000166971,ENSG00000166971_Rest,AKTIP
10669,ENSG00000169564,PCBP1,Rest,116.0,41,35,76,-10.553693224707038,True,117.32797552217214,False,>10 DE genes,on-target KD,ENSG00000169564,ENSG00000169564_Rest,PCBP1
10670,ENSG00000169902,TPST1,Rest,950.0,10,0,10,-1.1941877581776414,False,0.5055175544827031,False,2-10 DE genes,no on-target KD,ENSG00000169902,ENSG00000169902_Rest,TPST1
10671,ENSG00000170471,RALGAPB,Rest,821.0,49,34,83,-21.90097949425684,True,62.07429482631384,False,>10 DE genes,on-target KD,ENSG00000170471,ENSG00000170471_Rest,RALGAPB
10672,ENSG00000170917,NUDT6,Rest,998.0,0,1,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000170917,ENSG00000170917_Rest,NUDT6
10673,ENSG00000172650,AGAP5,Rest,652.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000172650,ENSG00000172650_Rest,AGAP5
10674,ENSG00000172954,LCLAT1,Rest,635.0,1,1,2,-11.45116317480826,True,27.366786605920662,False,2-10 DE genes,on-target KD,ENSG00000172954,ENSG00000172954_Rest,LCLAT1
10675,ENSG00000179361,ARID3B,Rest,425.0,0,1,1,-9.738097701995668,True,30.51710133289701,False,1 DE gene,on-target KD,ENSG00000179361,ENSG00000179361_Rest,ARID3B
10676,ENSG00000179674,ARL14,Rest,675.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000179674,ENSG00000179674_Rest,ARL14
10677,ENSG00000181143,MUC16,Rest,1322.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000181143,ENSG00000181143_Rest,MUC16
10678,ENSG00000181804,SLC9A9,Rest,719.0,0,1,1,-5.613906186238866,True,7.6093855618055075,False,1 DE gene,on-target KD,ENSG00000181804,ENSG00000181804_Rest,SLC9A9
10679,ENSG00000182010,RTKN2,Rest,2014.0,0,1,1,-2.722799637599627,False,24.78145513999449,False,1 DE gene,no on-target KD,ENSG00000182010,ENSG00000182010_Rest,RTKN2
10680,ENSG00000184719,RNLS,Rest,452.0,0,0,0,-2.794528672766179,False,2.40024272224006,False,no effect,no on-target KD,ENSG00000184719,ENSG00000184719_Rest,RNLS
10681,ENSG00000184903,IMMP2L,Rest,829.0,31,26,57,-7.970349795997119,True,13.00517732393856,False,>10 DE genes,on-target KD,ENSG00000184903,ENSG00000184903_Rest,IMMP2L
10682,ENSG00000186298,PPP1CC,Rest,355.0,2,2,4,-11.483820073856045,True,50.06397973084899,False,2-10 DE genes,on-target KD,ENSG00000186298,ENSG00000186298_Rest,PPP1CC
10683,ENSG00000188636,RTL6,Rest,399.0,3,1,4,-4.709148250380131,True,7.2346726105911,False,2-10 DE genes,on-target KD,ENSG00000188636,ENSG00000188636_Rest,RTL6
10684,ENSG00000198105,ZNF248,Rest,508.0,0,1,1,-5.188376442055512,True,6.0830462551427695,False,1 DE gene,on-target KD,ENSG00000198105,ENSG00000198105_Rest,ZNF248
10685,ENSG00000204314,PRRT1,Rest,364.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000204314,ENSG00000204314_Rest,PRRT1
10686,ENSG00000204531,POU5F1,Rest,1343.0,0,2,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000204531,ENSG00000204531_Rest,POU5F1
10687,ENSG00000243646,IL10RB,Rest,371.0,1,2,3,-13.132786071611674,True,65.94936854128582,False,2-10 DE genes,on-target KD,ENSG00000243646,ENSG00000243646_Rest,IL10RB
10688,ENSG00000042753,AP2S1,Stim8hr,61.0,10,0,10,-3.289409449719208,False,58.83361926419428,False,2-10 DE genes,no on-target KD,ENSG00000042753,ENSG00000042753_Stim8hr,AP2S1
10689,ENSG00000059915,PSD,Stim8hr,950.0,8,4,12,-1.1877902923977208,False,1.4532859137538994,False,>10 DE genes,no on-target KD,ENSG00000059915,ENSG00000059915_Stim8hr,PSD
10690,ENSG00000065970,FOXJ2,Stim8hr,520.0,0,1,1,-11.423807700176816,True,25.40428558498803,False,1 DE gene,on-target KD,ENSG00000065970,ENSG00000065970_Stim8hr,FOXJ2
10691,ENSG00000099822,HCN2,Stim8hr,325.0,8,13,21,-1.916630575349176,False,1.19944937083778,False,>10 DE genes,no on-target KD,ENSG00000099822,ENSG00000099822_Stim8hr,HCN2
10692,ENSG00000101557,USP14,Stim8hr,269.0,3,2,5,-21.19609034736727,True,177.51262456438087,False,2-10 DE genes,on-target KD,ENSG00000101557,ENSG00000101557_Stim8hr,USP14
10693,ENSG00000111252,SH2B3,Stim8hr,711.0,0,1,1,-8.524621475765056,True,39.29613173529158,False,1 DE gene,on-target KD,ENSG00000111252,ENSG00000111252_Stim8hr,SH2B3
10694,ENSG00000116711,PLA2G4A,Stim8hr,724.0,90,9,99,-3.530188484148113,True,7.5586707008658225,False,>10 DE genes,on-target KD,ENSG00000116711,ENSG00000116711_Stim8hr,PLA2G4A
10695,ENSG00000118058,KMT2A,Stim8hr,43.0,279,68,347,-4.19059363379622,True,70.50392046732979,False,>10 DE genes,on-target KD,ENSG00000118058,ENSG00000118058_Stim8hr,KMT2A
10696,ENSG00000121671,CRY2,Stim8hr,686.0,1,1,2,-10.274710691073937,True,15.239064586614871,False,2-10 DE genes,on-target KD,ENSG00000121671,ENSG00000121671_Stim8hr,CRY2
10697,ENSG00000124440,HIF3A,Stim8hr,613.0,1,1,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000124440,ENSG00000124440_Stim8hr,HIF3A
10698,ENSG00000125510,OPRL1,Stim8hr,620.0,8,4,12,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000125510,ENSG00000125510_Stim8hr,OPRL1
10699,ENSG00000125633,CCDC93,Stim8hr,319.0,37,55,92,-7.573015298196775,True,26.030051148777865,False,>10 DE genes,on-target KD,ENSG00000125633,ENSG00000125633_Stim8hr,CCDC93
10700,ENSG00000126775,ATG14,Stim8hr,244.0,3,3,6,-5.002109345834038,True,10.067699919680226,False,2-10 DE genes,on-target KD,ENSG00000126775,ENSG00000126775_Stim8hr,ATG14
10701,ENSG00000135392,DNAJC14,Stim8hr,335.0,1,2,3,-9.488021225139336,True,31.786903636937407,False,2-10 DE genes,on-target KD,ENSG00000135392,ENSG00000135392_Stim8hr,DNAJC14
10702,ENSG00000135778,NTPCR,Stim8hr,355.0,0,2,2,-8.446029454009038,True,26.145891353584872,False,2-10 DE genes,on-target KD,ENSG00000135778,ENSG00000135778_Stim8hr,NTPCR
10703,ENSG00000135924,DNAJB2,Stim8hr,1098.0,0,2,2,-15.368004352760549,True,22.6884725118456,False,2-10 DE genes,on-target KD,ENSG00000135924,ENSG00000135924_Stim8hr,DNAJB2
10704,ENSG00000138398,PPIG,Stim8hr,225.0,0,2,2,-10.881698411915464,True,93.45749922369264,False,2-10 DE genes,on-target KD,ENSG00000138398,ENSG00000138398_Stim8hr,PPIG
10705,ENSG00000139318,DUSP6,Stim8hr,426.0,1,2,3,-12.517374916663602,True,113.7420008800676,False,2-10 DE genes,on-target KD,ENSG00000139318,ENSG00000139318_Stim8hr,DUSP6
10706,ENSG00000139645,ANKRD52,Stim8hr,63.0,4,3,7,-7.13314093294355,True,80.54940216085421,False,2-10 DE genes,on-target KD,ENSG00000139645,ENSG00000139645_Stim8hr,ANKRD52
10707,ENSG00000141441,GAREM1,Stim8hr,688.0,17,2,19,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000141441,ENSG00000141441_Stim8hr,GAREM1
10708,ENSG00000141579,ZNF750,Stim8hr,947.0,0,1,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000141579,ENSG00000141579_Stim8hr,ZNF750
10709,ENSG00000142669,SH3BGRL3,Stim8hr,470.0,0,1,1,-12.096843294038036,True,634.1737883577699,False,1 DE gene,on-target KD,ENSG00000142669,ENSG00000142669_Stim8hr,SH3BGRL3
10710,ENSG00000142686,C1orf216,Stim8hr,410.0,1,1,2,-6.489018391427472,True,65.21938235261258,False,2-10 DE genes,on-target KD,ENSG00000142686,ENSG00000142686_Stim8hr,C1orf216
10711,ENSG00000143436,MRPL9,Stim8hr,810.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000143436,ENSG00000143436_Stim8hr,MRPL9
10712,ENSG00000144589,STK11IP,Stim8hr,321.0,0,1,1,-6.658764115469358,True,22.942915406330304,False,1 DE gene,on-target KD,ENSG00000144589,ENSG00000144589_Stim8hr,STK11IP
10713,ENSG00000148908,RGS10,Stim8hr,544.0,1,3,4,-23.367618783669705,True,115.95788689831063,False,2-10 DE genes,on-target KD,ENSG00000148908,ENSG00000148908_Stim8hr,RGS10
10714,ENSG00000156384,SFR1,Stim8hr,216.0,0,0,0,-0.8758663366265377,False,0.7720782227172744,False,no effect,no on-target KD,ENSG00000156384,ENSG00000156384_Stim8hr,SFR1
10715,ENSG00000159915,ZNF233,Stim8hr,430.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000159915,ENSG00000159915_Stim8hr,ZNF233
10716,ENSG00000160593,JAML,Stim8hr,274.0,1,1,2,-13.630085110572098,True,238.204393086006,False,2-10 DE genes,on-target KD,ENSG00000160593,ENSG00000160593_Stim8hr,JAML
10717,ENSG00000164024,METAP1,Stim8hr,1238.0,14,12,26,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000164024,ENSG00000164024_Stim8hr,METAP1
10718,ENSG00000165066,NKX6-3,Stim8hr,528.0,1,2,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000165066,ENSG00000165066_Stim8hr,NKX6-3
10719,ENSG00000165476,REEP3,Stim8hr,538.0,4,14,18,-16.198410449278644,True,57.62891589013224,True,>10 DE genes,on-target KD,ENSG00000165476,ENSG00000165476_Stim8hr,REEP3
10720,ENSG00000166484,MAPK7,Stim8hr,482.0,1,1,2,-4.987133843430009,True,9.9205522700409,False,2-10 DE genes,on-target KD,ENSG00000166484,ENSG00000166484_Stim8hr,MAPK7
10721,ENSG00000168038,ULK4,Stim8hr,721.0,81,17,98,-8.332477143112593,True,14.138449393075472,False,>10 DE genes,on-target KD,ENSG00000168038,ENSG00000168038_Stim8hr,ULK4
10722,ENSG00000168116,KIAA1586,Stim8hr,756.0,1,1,2,-13.35733261041653,True,26.54487560491545,False,2-10 DE genes,on-target KD,ENSG00000168116,ENSG00000168116_Stim8hr,KIAA1586
10723,ENSG00000168970,JMJD7-PLA2G4B,Stim8hr,429.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000168970,ENSG00000168970_Stim8hr,JMJD7-PLA2G4B
10724,ENSG00000170502,NUDT9,Stim8hr,543.0,1,1,2,-12.047726751069357,True,30.132493303821203,False,2-10 DE genes,on-target KD,ENSG00000170502,ENSG00000170502_Stim8hr,NUDT9
10725,ENSG00000173801,JUP,Stim8hr,617.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000173801,ENSG00000173801_Stim8hr,JUP
10726,ENSG00000174080,CTSF,Stim8hr,741.0,0,0,0,-0.7853701153281206,False,0.2568261726964228,False,no effect,no on-target KD,ENSG00000174080,ENSG00000174080_Stim8hr,CTSF
10727,ENSG00000174720,LARP7,Stim8hr,532.0,0,2,2,-15.629476125238964,True,70.3448441045948,True,2-10 DE genes,on-target KD,ENSG00000174720,ENSG00000174720_Stim8hr,LARP7
10728,ENSG00000178372,CALML5,Stim8hr,912.0,1,5,6,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000178372,ENSG00000178372_Stim8hr,CALML5
10729,ENSG00000179604,CDC42EP4,Stim8hr,513.0,0,2,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000179604,ENSG00000179604_Stim8hr,CDC42EP4
10730,ENSG00000184208,C22orf46,Stim8hr,1761.0,2,1,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000293428,ENSG00000293428_Stim8hr,C22orf46P
10731,ENSG00000196912,ANKRD36B,Stim8hr,1167.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000196912,ENSG00000196912_Stim8hr,ANKRD36B
10732,ENSG00000197249,SERPINA1,Stim8hr,585.0,0,1,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000197249,ENSG00000197249_Stim8hr,SERPINA1
10733,ENSG00000197599,CCDC154,Stim8hr,515.0,0,1,1,-0.4635498696997002,False,0.1295610413838727,False,1 DE gene,no on-target KD,ENSG00000197599,ENSG00000197599_Stim8hr,CCDC154
10734,ENSG00000203485,INF2,Stim8hr,233.0,0,1,1,-11.693985705594804,True,80.88218856140593,False,1 DE gene,on-target KD,ENSG00000203485,ENSG00000203485_Stim8hr,INF2
10735,ENSG00000204564,C6orf136,Stim8hr,1000.0,0,1,1,-18.47881470028493,True,42.81122887892413,False,1 DE gene,on-target KD,ENSG00000204564,ENSG00000204564_Stim8hr,C6orf136
10736,ENSG00000215474,SKOR2,Stim8hr,1022.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000215474,ENSG00000215474_Stim8hr,SKOR2
10737,ENSG00000241404,EGFL8,Stim8hr,152.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000241404,ENSG00000241404_Stim8hr,EGFL8
10738,ENSG00000061918,GUCY1B1,Stim48hr,1707.0,0,0,0,-2.0602355579517115,False,0.927113857606549,False,no effect,no on-target KD,ENSG00000061918,ENSG00000061918_Stim48hr,GUCY1B1
10739,ENSG00000099849,RASSF7,Stim48hr,402.0,0,1,1,-7.441441718918672,True,19.02233982623882,False,1 DE gene,on-target KD,ENSG00000099849,ENSG00000099849_Stim48hr,RASSF7
10740,ENSG00000102858,MGRN1,Stim48hr,647.0,1,1,2,-11.620471681439806,True,54.12242131320851,False,2-10 DE genes,on-target KD,ENSG00000102858,ENSG00000102858_Stim48hr,MGRN1
10741,ENSG00000104783,KCNN4,Stim48hr,940.0,0,1,1,-16.44785334109964,True,59.00289554464721,False,1 DE gene,on-target KD,ENSG00000104783,ENSG00000104783_Stim48hr,KCNN4
10742,ENSG00000107282,APBA1,Stim48hr,428.0,0,2,2,-0.5948377750647352,False,7.440139515751269,False,2-10 DE genes,no on-target KD,ENSG00000107282,ENSG00000107282_Stim48hr,APBA1
10743,ENSG00000108578,BLMH,Stim48hr,482.0,0,3,3,-19.556699807268828,True,92.71772367068924,False,2-10 DE genes,on-target KD,ENSG00000108578,ENSG00000108578_Stim48hr,BLMH
10744,ENSG00000109132,PHOX2B,Stim48hr,460.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000109132,ENSG00000109132_Stim48hr,PHOX2B
10745,ENSG00000114902,SPCS1,Stim48hr,327.0,0,1,1,-15.740954761607622,True,128.51995577285027,False,1 DE gene,on-target KD,ENSG00000114902,ENSG00000114902_Stim48hr,SPCS1
10746,ENSG00000117479,SLC19A2,Stim48hr,1030.0,0,2,2,-8.591983698369688,True,9.964565245067725,False,2-10 DE genes,on-target KD,ENSG00000117479,ENSG00000117479_Stim48hr,SLC19A2
10747,ENSG00000117528,ABCD3,Stim48hr,391.0,0,1,1,-10.188641857003503,True,40.5043145808522,False,1 DE gene,on-target KD,ENSG00000117528,ENSG00000117528_Stim48hr,ABCD3
10748,ENSG00000117676,RPS6KA1,Stim48hr,1688.0,829,772,1601,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000117676,ENSG00000117676_Stim48hr,RPS6KA1
10749,ENSG00000120370,GORAB,Stim48hr,498.0,1,1,2,-8.037425838398244,True,14.915344424146529,False,2-10 DE genes,on-target KD,ENSG00000120370,ENSG00000120370_Stim48hr,GORAB
10750,ENSG00000122376,SHLD2,Stim48hr,882.0,3,3,6,-22.38044929737048,True,86.28272697533586,True,2-10 DE genes,on-target KD,ENSG00000122376,ENSG00000122376_Stim48hr,SHLD2
10751,ENSG00000124107,SLPI,Stim48hr,87.0,8,1,9,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000124107,ENSG00000124107_Stim48hr,SLPI
10752,ENSG00000124827,GCM2,Stim48hr,813.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000124827,ENSG00000124827_Stim48hr,GCM2
10753,ENSG00000132485,ZRANB2,Stim48hr,215.0,71,101,172,-16.510217381480818,True,165.09139223559222,False,>10 DE genes,on-target KD,ENSG00000132485,ENSG00000132485_Stim48hr,ZRANB2
10754,ENSG00000135390,ATP5MC2,Stim48hr,665.0,0,1,1,-24.64963697756797,True,226.50142856690536,False,1 DE gene,on-target KD,ENSG00000135390,ENSG00000135390_Stim48hr,ATP5MC2
10755,ENSG00000135638,EMX1,Stim48hr,447.0,15,10,25,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000135638,ENSG00000135638_Stim48hr,EMX1
10756,ENSG00000141424,SLC39A6,Stim48hr,1264.0,30,33,63,-20.385493683021497,True,55.80991728963653,True,>10 DE genes,on-target KD,ENSG00000141424,ENSG00000141424_Stim48hr,SLC39A6
