,target,correlation,correlation_ceiling,n_signif,pvalue,culture_condition
342,PPP1R13L,0.48791989896958254,,268,0.0029005131925305106,Rest
343,PPP1R15B,0.571283288520703,0.8762737722578812,55,0.0029005131925305106,Rest
344,PPP1R2,0.589572446768598,0.2013031251187247,372,0.0029005131925305106,Rest
345,PPP1R3B,0.7581769816946584,0.7479877692091056,26,0.0029005131925305106,Rest
346,PPRC1,-0.22682699539782292,,20,0.0029005131925305106,Rest
347,PRAM1,-0.500342058088539,,246,0.0029005131925305106,Rest
348,PRDX3,0.47144230458723324,0.7766163396399247,291,0.0029005131925305106,Rest
349,PROX2,0.18120280063523475,,113,0.0029005131925305106,Rest
350,PRRT2,0.24901419021363957,0.46950143864715016,824,0.0029005131925305106,Rest
351,PRXL2B,0.5995461486473013,0.8936873532147475,11,0.0029005131925305106,Rest
352,PSIP1,0.48249066993020995,,36,0.0029005131925305106,Rest
353,PSMF1,0.5281066866680655,0.8940103566478542,13,0.0029005131925305106,Rest
354,PTP4A1,0.685007292883568,0.047618302096494806,356,0.0029005131925305106,Rest
355,PTPN2,0.2400022335993772,0.250502125263856,263,0.0029005131925305106,Rest
356,PXMP4,-0.17457879705949,0.39404902846064155,120,0.0029005131925305106,Rest
357,RAB11FIP1,0.03164163393916293,,79,0.0029005131925305106,Rest
358,RAB27B,0.37916409828488784,,33,0.0029005131925305106,Rest
359,RAD50,-0.07426364498846995,0.855893254405585,33,0.0029005131925305106,Rest
360,RAD54L2,0.017153374199345914,,23,0.0029005131925305106,Rest
361,RARB,0.14347882482771226,,1013,0.0029005131925305106,Rest
362,RASAL3,0.9915360113826509,0.9829321412931553,3,0.0029005131925305106,Rest
363,RB1CC1,0.08997503080218197,,110,0.0029005131925305106,Rest
364,RBM10,0.8337616230258035,0.9691413358191957,15,0.0029005131925305106,Rest
365,RC3H1,0.8869777881700345,0.9289038447907567,29,0.0029005131925305106,Rest
366,RHBDD3,0.2293169539642792,,73,0.0029005131925305106,Rest
367,RHOC,0.1886327747158084,0.7300257553362726,317,0.0029005131925305106,Rest
368,RIPK1,0.5053285718598437,0.8818073093446676,68,0.0029005131925305106,Rest
369,RNASEH1,-0.1870881592336458,0.4803789853212903,61,0.0029005131925305106,Rest
370,RNF111,0.5149191446854648,0.7735950575510504,171,0.0029005131925305106,Rest
371,RNF115,0.031820885020334665,0.7356731635652347,443,0.0029005131925305106,Rest
372,RNF181,0.7333518930565351,0.9512863220777114,9,0.0029005131925305106,Rest
373,RPS25,-0.04188551167888133,,43,0.0029005131925305106,Rest
374,RPS6KB1,0.17486421830574594,0.8305038647541377,37,0.0029005131925305106,Rest
375,RTRAF,0.7610120928919177,0.833639125591365,624,0.0029005131925305106,Rest
376,RWDD2B,-0.22721336130398428,,636,0.0029005131925305106,Rest
377,SAMD4B,-0.4860005352934743,0.9183523534615675,11,0.0029005131925305106,Rest
378,SBF1,-0.23743392043925918,0.9191923025700178,7,0.0029005131925305106,Rest
379,SCO2,0.6359025748684368,0.9715258528742333,7,0.0029005131925305106,Rest
380,SEC14L1,0.35540283142654794,0.7827587438763246,137,0.0029005131925305106,Rest
381,SEC62,0.5700998442165092,0.6892489096827975,72,0.0029005131925305106,Rest
382,SEMA4C,-0.16259571544803963,,1807,0.0029005131925305106,Rest
383,SENP5,0.05826656464915173,,2652,0.0029005131925305106,Rest
384,SETDB1,0.9165355828093504,0.9001330950651781,621,0.0029005131925305106,Rest
385,SGF29,0.7697561812318399,0.8446611667188664,1487,0.0029005131925305106,Rest
386,SH3D21,0.45072074543969126,0.6548011240289597,292,0.0029005131925305106,Rest
387,SH3GL1,0.7673720438700088,0.8233518673282489,85,0.0029005131925305106,Rest
388,SIN3B,0.7307295019989638,0.8921422148559781,329,0.0029005131925305106,Rest
389,SIRT7,-0.17996053795191788,,3,0.0029005131925305106,Rest
390,SLC17A5,-0.21142030096772024,,321,0.0029005131925305106,Rest
391,SLC24A1,0.7282151482920265,0.8749839206054374,494,0.0029005131925305106,Rest
392,SLC25A10,0.2938416026495097,0.29743008106226204,13,0.0029005131925305106,Rest
393,SLC25A3,0.00968298162116177,0.9803735727639751,4,0.0029005131925305106,Rest
394,SLC25A51,0.8437233826294354,0.7383824592101366,23,0.0029005131925305106,Rest
395,SLC31A1,0.7396995786666298,0.8618058968704633,308,0.0029005131925305106,Rest
396,SLC35A2,-0.16817482527678856,,1401,0.0029005131925305106,Rest
397,SLC35C2,-0.0494136154230603,,1489,0.0029005131925305106,Rest
398,SLC35D2,-0.30409451872686,,1688,0.0029005131925305106,Rest
399,SLC4A1AP,0.6177507612184485,0.3415236964834484,195,0.0029005131925305106,Rest
400,SLC5A6,-0.3636102795625985,,546,0.0029005131925305106,Rest
401,SMAD3,-0.21753144008237887,,251,0.0029005131925305106,Rest
402,SMG7,0.5410170905416856,0.771647408138249,1075,0.0029005131925305106,Rest
403,SMG8,0.8686576732597046,0.9032168596954524,150,0.0029005131925305106,Rest
404,SMG9,0.6340171070159718,0.9302957464161107,118,0.0029005131925305106,Rest
405,SNAP23,0.8725934063757196,0.9675509185383663,5,0.0029005131925305106,Rest
406,SNPH,0.5306761430905607,0.8953453415601863,8,0.0029005131925305106,Rest
407,SNTB1,0.21061534570201018,0.8679005195510024,44,0.0029005131925305106,Rest
408,SOCS4,0.3265010337818985,0.6946044735855754,71,0.0029005131925305106,Rest
409,SP100,0.12698653807741955,0.7461746543381181,38,0.0029005131925305106,Rest
410,SP140L,0.5324712949676563,0.3011567038994701,1138,0.0029005131925305106,Rest
411,SPOP,0.6689034226782415,0.7488135822569724,19,0.0029005131925305106,Rest
412,SPSB2,0.758364487507652,0.9286010792095518,8,0.0029005131925305106,Rest
413,SRD5A3,0.3346084052692332,0.8814450162010604,265,0.0029005131925305106,Rest
414,SRR,0.38594686923412397,0.44693934119740075,428,0.0029005131925305106,Rest
415,SSB,0.7995640827987285,0.8664705171741001,272,0.0029005131925305106,Rest
416,SSBP1,0.6159329670708913,0.8904551939469345,8,0.0029005131925305106,Rest
417,STAT3,0.6772875865651092,0.8490410036372911,445,0.0029005131925305106,Rest
418,STIP1,0.9369659128989422,0.9441869223328366,39,0.0029005131925305106,Rest
419,STK35,0.997152381359787,0.9761429885023137,3,0.0029005131925305106,Rest
420,STOM,0.8852646412378081,0.9469700643559769,11,0.0029005131925305106,Rest
421,STX16,0.35870210272241076,0.7719283634777794,26,0.0029005131925305106,Rest
422,STYXL1,0.23479987015525747,0.7861989962416979,26,0.0029005131925305106,Rest
423,SUPT20H,0.8092895263215207,0.7659094957164516,1697,0.0029005131925305106,Rest
424,SUPT4H1,0.6586729966329891,0.8351964635480997,208,0.0029005131925305106,Rest
425,SUPT7L,0.787755477815347,0.8177728922660058,1139,0.0029005131925305106,Rest
426,TADA1,0.783011593283199,0.842938365596527,1583,0.0029005131925305106,Rest
427,TADA2B,0.8670759447948012,0.8502909081369218,2707,0.0029005131925305106,Rest
428,TADA3,0.42767501128999924,0.590477354082641,117,0.0029005131925305106,Rest
429,TAF11,0.5538478810606423,0.6630007965195602,900,0.0029005131925305106,Rest
430,TAF13,0.8278061181134097,0.888572471436779,800,0.0029005131925305106,Rest
431,TAF6L,0.8539397582515149,0.8664549842740451,1703,0.0029005131925305106,Rest
432,TARS2,0.4652792129139121,0.4147703152802086,152,0.0029005131925305106,Rest
433,TATDN2,0.3627176205121028,0.9152922666482485,24,0.0029005131925305106,Rest
434,TBC1D10A,0.35885465913601006,0.7294770721033176,28,0.0029005131925305106,Rest
435,TBC1D14,-0.17172294932850732,0.8096980921208922,549,0.0029005131925305106,Rest
436,TBCA,0.8799300800896054,0.8331800849339038,155,0.0029005131925305106,Rest
437,TCEAL3,0.2487787413017337,0.7783786649620144,166,0.0029005131925305106,Rest
438,TENT2,0.31135662248144247,0.5218559798298716,28,0.0029005131925305106,Rest
439,TFAM,0.91753295246616,0.9308599340289121,8,0.0029005131925305106,Rest
440,TFAP4,0.5772068157366984,0.8390694558906581,14,0.0029005131925305106,Rest
441,THAP11,0.22133539778361455,0.8373868495753524,1062,0.0029005131925305106,Rest
442,TIA1,0.05312321470297834,,73,0.0029005131925305106,Rest
443,TIGAR,0.5295753101408034,0.7562033352942729,452,0.0029005131925305106,Rest
444,TIMM8B,0.27751517142173365,0.6801967490353649,142,0.0029005131925305106,Rest
445,TIPARP,0.644871874695415,0.744911719975047,38,0.0029005131925305106,Rest
446,TIPRL,0.8526527583514337,0.9517426845107302,21,0.0029005131925305106,Rest
447,TM2D1,0.08914771422484458,,71,0.0029005131925305106,Rest
448,TMED4,0.07489042055147443,0.6580670313957244,103,0.0029005131925305106,Rest
449,TMEM131,0.9781840381565721,0.9903856669366313,10,0.0029005131925305106,Rest
450,TMEM205,0.575590371961705,0.9318438069213943,12,0.0029005131925305106,Rest
451,TMEM30A,0.4636063874802106,0.8838395931348442,17,0.0029005131925305106,Rest
452,TMEM87B,-0.03210671296800463,0.7829250601054734,36,0.0029005131925305106,Rest
453,TP53,0.9474320100489994,0.9376668694618557,120,0.0029005131925305106,Rest
454,TP53INP2,0.1917452480915712,,266,0.0029005131925305106,Rest
455,TP73,0.7977307497293836,,18,0.0029005131925305106,Rest
456,TPD52L1,0.3912948789300559,0.8175887213173951,148,0.0029005131925305106,Rest
457,TPT1,0.8519668512949147,0.8837357876055311,180,0.0029005131925305106,Rest
458,TRIM2,0.3700364092215525,0.6107542243003309,688,0.0029005131925305106,Rest
459,TRIM39,0.5661469604557194,0.645771499694172,14,0.0029005131925305106,Rest
460,TRIP12,0.7989428652257672,0.9069800808811399,94,0.0029005131925305106,Rest
461,TRMT61A,0.8342135167361199,0.8900593522167185,21,0.0029005131925305106,Rest
462,TRRAP,0.4312372238430981,0.855802449773977,81,0.0029005131925305106,Rest
463,TRUB1,0.42490797966285304,,745,0.0029005131925305106,Rest
464,TSC1,0.7600221675005724,0.7800451448638842,529,0.0029005131925305106,Rest
465,TSC2,0.8282702895328407,0.9087597870458684,160,0.0029005131925305106,Rest
466,TTC39C,0.457036765883534,0.7910545689703579,10,0.0029005131925305106,Rest
467,TXNL1,0.8232425291696895,0.8493950272948315,6,0.0029005131925305106,Rest
468,UBE2L3,0.3736738288627543,0.27440260378372455,725,0.0029005131925305106,Rest
469,UBL3,0.9496336702112573,0.9297577230953596,17,0.0029005131925305106,Rest
470,UBR4,0.6848282878883504,0.8875422711604948,166,0.0029005131925305106,Rest
471,UBR5,0.5943977122534276,0.9050437783317533,70,0.0029005131925305106,Rest
472,UGDH,0.2748422807185592,0.2175008646853822,1235,0.0029005131925305106,Rest
473,UQCRB,0.368363158989684,0.8824028639859116,80,0.0029005131925305106,Rest
474,UQCRQ,0.3188798918675391,0.7545879847048635,18,0.0029005131925305106,Rest
475,URM1,0.8671307531263273,0.9050712589998067,104,0.0029005131925305106,Rest
476,USP10,0.6974206838847363,0.8531853951882551,19,0.0029005131925305106,Rest
477,USP22,0.8082531530163399,0.813622224914333,317,0.0029005131925305106,Rest
478,UXS1,-0.191986673589803,0.9169805176702747,6,0.0029005131925305106,Rest
479,VARS2,0.5940272487346284,0.8475511067662271,13,0.0029005131925305106,Rest
480,WARS2,0.32718043808446967,0.9368643578222482,12,0.0029005131925305106,Rest
481,WASF2,0.9095926380653842,0.8049875512676943,62,0.0029005131925305106,Rest
482,WDR44,0.8709377997725974,0.7878482847753298,7,0.0029005131925305106,Rest
483,WDR48,-0.10562738286999185,0.6893552330490245,10,0.0029005131925305106,Rest
484,WIZ,0.636677966955536,0.9187708335004019,46,0.0029005131925305106,Rest
485,WNT9A,0.24411017861863432,,306,0.0029005131925305106,Rest
486,WRN,0.250381341381609,0.6916600310453215,4,0.0029005131925305106,Rest
487,YEATS2,0.7008870293387046,0.781521602254674,66,0.0029005131925305106,Rest
488,ZBTB1,0.7427591981368494,0.933212272630283,26,0.0029005131925305106,Rest
489,ZBTB7A,0.3033786527806882,0.8560410616305161,17,0.0029005131925305106,Rest
490,ZBTB9,0.45219148100128376,0.2931855164867106,1528,0.0029005131925305106,Rest
491,ZC3H10,0.823270037433479,0.8972872985132622,58,0.0029005131925305106,Rest
492,ZC3H12A,0.6685941322423278,0.961413528314059,14,0.0029005131925305106,Rest
493,ZC3HC1,-0.6890924226402511,,6,0.0029005131925305106,Rest
494,ZDHHC12,0.1126476855756264,0.8717712527965026,4,0.0029005131925305106,Rest
495,ZEB1,0.8394791681227425,0.9251710307534614,120,0.0029005131925305106,Rest
496,ZFYVE21,0.27558674736418515,0.7919350796409542,46,0.0029005131925305106,Rest
497,ZHX3,0.7720544072689699,0.34382272942140785,95,0.0029005131925305106,Rest
498,ZMAT1,-0.3798065877672999,,178,0.0029005131925305106,Rest
499,ZNF148,0.32359459715241123,0.6336621770473825,1008,0.0029005131925305106,Rest
500,ZNF154,0.2858779164176318,0.49315597709852294,24,0.0029005131925305106,Rest
501,ZNF165,-0.20182466439974794,0.7242358875606414,12,0.0029005131925305106,Rest
502,ZNF221,0.37608721410424467,0.883367902556687,8,0.0029005131925305106,Rest
503,ZNF274,0.8738418552064712,0.8167961874226835,101,0.0029005131925305106,Rest
504,ZNF280D,0.6929349520291533,0.7385260630039702,11,0.0029005131925305106,Rest
505,ZNF304,0.6611095408060038,0.6261644392776498,338,0.0029005131925305106,Rest
506,ZNF35,0.537082978360771,,191,0.0029005131925305106,Rest
507,ZNF512B,-0.47801148373714103,0.5254916181667176,1688,0.0029005131925305106,Rest
508,ZNF518A,-0.37915311663269446,,91,0.0029005131925305106,Rest
509,ZNF628,0.6501875210081447,0.780726168859582,5,0.0029005131925305106,Rest
510,ZNF653,0.48097361227759305,0.9301378297555173,12,0.0029005131925305106,Rest
511,ZNF70,-0.007900691280902723,0.4238874320301168,331,0.0029005131925305106,Rest
512,ZNF710,0.672045562379032,0.847420530103487,46,0.0029005131925305106,Rest
513,ZNF883,0.021068748513562663,,9,0.0029005131925305106,Rest
514,ZNF92,0.013422340580571011,0.7560949834560855,97,0.0029005131925305106,Rest
515,ZSWIM4,0.02429287076997348,0.8028260615631572,865,0.0029005131925305106,Rest
516,ABCC1,0.1726564908920993,0.7156203622475658,38,0.0029005131925305106,Stim8hr
517,ABHD17A,-0.15535697988903066,,371,0.0029005131925305106,Stim8hr
518,ACLY,0.6984588954780935,0.7546909636050839,495,0.0029005131925305106,Stim8hr
519,ACTR2,0.5414733996176823,0.8765175590539319,99,0.0029005131925305106,Stim8hr
520,ACTR5,0.80862254128258,0.9362374281508765,114,0.0029005131925305106,Stim8hr
521,ADAM19,0.3793768126771951,0.7401424070886912,136,0.0029005131925305106,Stim8hr
522,ADAT2,0.651222058457182,0.7312570239385223,333,0.0029005131925305106,Stim8hr
523,ADAT3,0.9440663921968359,0.946772758992393,82,0.0029005131925305106,Stim8hr
524,AIFM1,0.7627914922891754,0.8893763661719329,30,0.0029005131925305106,Stim8hr
525,ALDH18A1,0.8182948035781078,0.9238009785817998,74,0.0029005131925305106,Stim8hr
526,ALG8,0.8098447782542394,0.9074821269538633,76,0.0029005131925305106,Stim8hr
527,ALKBH2,0.42204399139381477,0.722446180847929,31,0.0029005131925305106,Stim8hr
528,APEX1,0.5595489450793586,0.9011921516620759,59,0.0029005131925305106,Stim8hr
529,APPL2,0.16277189829279054,,2416,0.0029005131925305106,Stim8hr
530,ARHGAP27,-0.0486257321461055,,1655,0.0029005131925305106,Stim8hr
531,ARID4B,0.277448091651543,0.7408501459598992,325,0.0029005131925305106,Stim8hr
532,ARID5B,-0.1637385769760745,,382,0.0029005131925305106,Stim8hr
533,ARMC8,0.1693664939451464,0.729878086509358,33,0.0029005131925305106,Stim8hr
534,ARPC2,0.40581894360348175,0.7954870960706287,399,0.0029005131925305106,Stim8hr
535,ARPC3,0.49029636359171713,0.8267608183042974,200,0.0029005131925305106,Stim8hr
536,ARPC4-TTLL3,0.9043432211743353,0.912947920300568,34,0.0029005131925305106,Stim8hr
537,ATM,0.22674558675898487,0.6462889500481931,89,0.0029005131925305106,Stim8hr
538,ATP2A2,0.6468917201930042,0.842022239809413,2731,0.0029005131925305106,Stim8hr
539,ATP2A3,0.9959396165964708,0.9708539483592517,3,0.0029005131925305106,Stim8hr
540,ATP8B1,-0.044513206075983795,,264,0.0029005131925305106,Stim8hr
541,ATXN7L3,0.8200352056517417,0.7212839817608632,549,0.0029005131925305106,Stim8hr
542,BAHD1,0.8587473345441761,0.8696330716773888,16,0.0029005131925305106,Stim8hr
543,BCAT2,0.0679787790998663,,4311,0.0029005131925305106,Stim8hr
544,BCS1L,0.7839372826992581,0.8751778199128158,168,0.0029005131925305106,Stim8hr
545,BLOC1S4,0.37711777398486823,0.8924644415326892,13,0.0029005131925305106,Stim8hr
546,BRD8,0.7340108785684762,0.8278066930655107,2427,0.0029005131925305106,Stim8hr
547,BRPF1,0.7103841535083518,0.8802277856272287,408,0.0029005131925305106,Stim8hr
548,C8orf33,0.2114801722962456,0.756515323967619,39,0.0029005131925305106,Stim8hr
549,CACHD1,0.09498849753966399,0.8149321540456422,25,0.0029005131925305106,Stim8hr
550,CALCOCO2,0.08992584699861814,,3724,0.0029005131925305106,Stim8hr
551,CAMSAP1,0.13173809337470455,0.5548192818209696,930,0.0029005131925305106,Stim8hr
552,CASC3,0.5160837084968852,0.8394993851869343,919,0.0029005131925305106,Stim8hr
553,CCNC,0.24969996054169208,,575,0.0029005131925305106,Stim8hr
554,CCND2,0.6762611512407705,0.7194510629649989,531,0.0029005131925305106,Stim8hr
555,CD247,0.7146864833702181,0.7479970153088116,4079,0.0029005131925305106,Stim8hr
556,CD274,0.3326826138706937,,114,0.0029005131925305106,Stim8hr
557,CD28,0.8577254424705487,0.8762420172327827,459,0.0029005131925305106,Stim8hr
558,CD3G,0.8304310919413904,0.8707533987658278,4444,0.0029005131925305106,Stim8hr
559,CDCA2,-0.20901130082963953,,45,0.0029005131925305106,Stim8hr
560,CDIPT,0.18946948156675125,,829,0.0029005131925305106,Stim8hr
561,CHD4,0.6883090534340245,0.8140792658819623,878,0.0029005131925305106,Stim8hr
562,CHD7,0.03154593234975602,,2715,0.0029005131925305106,Stim8hr
563,CHMP4A,0.29448790359875426,0.9259323348752099,33,0.0029005131925305106,Stim8hr
564,CHURC1,0.15324496082506026,0.4199108690155704,38,0.0029005131925305106,Stim8hr
565,COA3,0.6429822216975305,0.8870522713770826,25,0.0029005131925305106,Stim8hr
566,COA5,0.7698684629351584,0.8742210494848957,39,0.0029005131925305106,Stim8hr
567,COA7,0.5176471535163063,0.8760850651110703,12,0.0029005131925305106,Stim8hr
568,COG5,0.2036606022768941,0.6704979385465437,198,0.0029005131925305106,Stim8hr
569,COG6,0.2120302165292771,0.1778411809490431,989,0.0029005131925305106,Stim8hr
570,COP1,0.27468120931650286,0.5349027245284013,60,0.0029005131925305106,Stim8hr
571,COPRS,-0.053335698888181626,,272,0.0029005131925305106,Stim8hr
572,COQ4,0.8976592537518832,0.9555177968620235,7,0.0029005131925305106,Stim8hr
573,COQ6,0.6073598564906869,0.9181224895037596,20,0.0029005131925305106,Stim8hr
574,COX11,0.2916289575829592,0.8078013229751891,131,0.0029005131925305106,Stim8hr
575,COX15,0.7200294952369005,0.9655185294253694,6,0.0029005131925305106,Stim8hr
576,COX17,0.7818125058030423,0.780813804875229,89,0.0029005131925305106,Stim8hr
577,COX4I1,0.4475917729282604,0.858505994762861,122,0.0029005131925305106,Stim8hr
578,COX5A,0.3804966550518414,0.32088756794598555,269,0.0029005131925305106,Stim8hr
579,COX6B1,0.8038989540941117,0.8795678308290817,10,0.0029005131925305106,Stim8hr
580,COX6C,0.721225558164021,0.7959450286870074,418,0.0029005131925305106,Stim8hr
581,CSH1,0.20278149688314714,0.5306304665715306,17,0.0029005131925305106,Stim8hr
582,CTBP1,0.8636952808623078,0.8760843133759942,607,0.0029005131925305106,Stim8hr
583,CTPS1,0.45055546634822136,0.7953302324771169,477,0.0029005131925305106,Stim8hr
584,CTU1,0.41057420611388945,0.6959516500741629,122,0.0029005131925305106,Stim8hr
585,CTU2,0.7948562581385258,0.9136342410068186,48,0.0029005131925305106,Stim8hr
586,CYB561D2,0.9881872578452113,0.9863287988808758,5,0.0029005131925305106,Stim8hr
587,CYB5R4,0.74153765241363,0.8806805110324885,893,0.0029005131925305106,Stim8hr
588,DAP,-0.06802391876776401,0.8386963105093613,132,0.0029005131925305106,Stim8hr
589,DCAF11,-0.39701997695441427,0.22918805033008488,255,0.0029005131925305106,Stim8hr
590,DCAF5,0.4181618901734705,0.9532369745618217,19,0.0029005131925305106,Stim8hr
591,DDX60L,0.49367374612392817,0.6436431609834048,397,0.0029005131925305106,Stim8hr
592,DEF6,0.11890510544456623,0.9263871993373155,10,0.0029005131925305106,Stim8hr
593,DNAJC24,0.6769050984013991,0.9318133011332909,31,0.0029005131925305106,Stim8hr
594,DNAJC3,0.44674801967658445,0.868703281860483,26,0.0029005131925305106,Stim8hr
595,DNAJC8,0.6547553993105107,0.8295914346421644,403,0.0029005131925305106,Stim8hr
596,DOLPP1,0.8510360357399095,0.805821283484317,1225,0.0029005131925305106,Stim8hr
597,DPH1,0.23620253713504066,0.8256021102362915,184,0.0029005131925305106,Stim8hr
598,DPH5,0.7994844075968828,0.9250662298946148,106,0.0029005131925305106,Stim8hr
599,DPH6,0.9945046546740607,0.9658196770382405,3,0.0029005131925305106,Stim8hr
600,DPM1,0.3784254783377901,0.8920716819231888,7,0.0029005131925305106,Stim8hr
601,DTX4,-0.25568065911129156,,68,0.0029005131925305106,Stim8hr
602,EARS2,0.5637717340011988,0.9590637906930806,6,0.0029005131925305106,Stim8hr
603,EBF3,-0.22664354856952004,,593,0.0029005131925305106,Stim8hr
604,EHMT1,0.5455061075660081,0.6488189758584553,158,0.0029005131925305106,Stim8hr
605,EHMT2,0.8532876433530439,0.9041924214396542,222,0.0029005131925305106,Stim8hr
606,EID2,-0.040203734356505025,,78,0.0029005131925305106,Stim8hr
607,EIF1,0.8415342046885957,0.9245347290105662,183,0.0029005131925305106,Stim8hr
608,EIF4G2,0.5081174759073579,0.8266603882730048,1565,0.0029005131925305106,Stim8hr
609,ELOB,0.4102013288679016,,1939,0.0029005131925305106,Stim8hr
610,ELP1,0.6880317188482664,0.8948754682732043,265,0.0029005131925305106,Stim8hr
611,ELP2,0.6544635550956567,0.8754443921086622,381,0.0029005131925305106,Stim8hr
612,ELP3,0.7609524771365651,0.8583654105069387,321,0.0029005131925305106,Stim8hr
613,ELP5,0.11467076299585967,0.7520387906944013,326,0.0029005131925305106,Stim8hr
614,EML2,-0.18511810769011872,0.5432508729285479,190,0.0029005131925305106,Stim8hr
615,EPC1,0.8529921759609139,0.7507306103645753,96,0.0029005131925305106,Stim8hr
616,ERCC6L2,0.5929784122320776,0.7769557033191284,58,0.0029005131925305106,Stim8hr
617,FAM220A,0.3950022481098185,0.7763174832043849,247,0.0029005131925305106,Stim8hr
618,FAM98B,0.9123470413469279,0.8957290273585327,217,0.0029005131925305106,Stim8hr
619,FBXW2,0.47544832078301735,0.8888321884870184,51,0.0029005131925305106,Stim8hr
620,FGFR1OP2,0.5339665856351091,0.8698728773153104,111,0.0029005131925305106,Stim8hr
621,FITM2,-0.21078125523215324,,4510,0.0029005131925305106,Stim8hr
622,FLVCR2,-0.1984346259287403,,637,0.0029005131925305106,Stim8hr
623,FOXO1,0.503038372306007,0.7802454413073788,279,0.0029005131925305106,Stim8hr
624,GADD45GIP1,0.9802479327669448,0.9926042400679507,4,0.0029005131925305106,Stim8hr
625,GIPC3,-0.4372358307418808,0.8225433297001853,11,0.0029005131925305106,Stim8hr
626,GLIPR2,0.015405949549610257,,1010,0.0029005131925305106,Stim8hr
627,GNG11,0.07021121794519138,0.4407319690156039,42,0.0029005131925305106,Stim8hr
628,GPRASP1,-0.034454976431184565,,963,0.0029005131925305106,Stim8hr
629,HACD4,0.16668347803273056,,1295,0.0029005131925305106,Stim8hr
630,HCCS,0.4758021986297188,0.7268673802891663,601,0.0029005131925305106,Stim8hr
631,HDHD3,0.07088954396766615,,59,0.0029005131925305106,Stim8hr
632,HELT,0.28067254026098215,0.5431785737804051,1419,0.0029005131925305106,Stim8hr
633,HIRIP3,-0.10019815609954862,0.2854907462265536,213,0.0029005131925305106,Stim8hr
634,HMBS,-0.1751499381822944,,548,0.0029005131925305106,Stim8hr
635,HPF1,0.8643716488943262,0.8098737310511042,11,0.0029005131925305106,Stim8hr
636,HSD17B10,0.3094148625369071,0.44563752547974794,266,0.0029005131925305106,Stim8hr
637,HSD17B13,0.39614036822266174,0.8431713558063252,20,0.0029005131925305106,Stim8hr
638,IFI30,0.05390236682644391,0.640812594924875,67,0.0029005131925305106,Stim8hr
639,IKZF1,-0.28277268521648213,0.6390554220676796,13,0.0029005131925305106,Stim8hr
640,IL12RB2,0.024451051334738506,0.38584814061521017,254,0.0029005131925305106,Stim8hr
641,IL21,0.13261205132337753,0.8666775847164551,11,0.0029005131925305106,Stim8hr
642,IMPDH2,0.6906980463090671,0.8991340852609846,97,0.0029005131925305106,Stim8hr
643,ING5,0.19374346458572078,0.7221710057253249,161,0.0029005131925305106,Stim8hr
644,INO80B,0.8265977297927875,0.8034784750854909,156,0.0029005131925305106,Stim8hr
645,INO80C,0.5033258794012853,0.9118984880273391,107,0.0029005131925305106,Stim8hr
646,INSR,0.3142174727500559,0.48441494059904144,102,0.0029005131925305106,Stim8hr
647,INTS10,0.6834015467825163,0.8509707720647521,592,0.0029005131925305106,Stim8hr
648,INTS13,0.34109897076188933,0.8032643168903814,325,0.0029005131925305106,Stim8hr
649,INTS14,0.4323472910775027,0.7142860815345414,430,0.0029005131925305106,Stim8hr
650,ITK,0.5953484258873365,0.7779761550292571,2482,0.0029005131925305106,Stim8hr
651,KAT14,0.5841839180437262,0.9001812844528446,174,0.0029005131925305106,Stim8hr
652,KAT6A,0.7299854608932893,0.855780317176031,88,0.0029005131925305106,Stim8hr
653,KCTD21,0.2809110246173372,0.21430562938274716,505,0.0029005131925305106,Stim8hr
654,KDM1A,0.8448890134292311,0.8489861572735355,999,0.0029005131925305106,Stim8hr
655,KIF16B,0.1748504846289667,0.541753025034314,350,0.0029005131925305106,Stim8hr
656,KIF20A,0.47438199163416794,0.8153965108088086,1020,0.0029005131925305106,Stim8hr
657,KIFAP3,0.034928626962626635,0.677374407338921,1373,0.0029005131925305106,Stim8hr
658,KLF10,0.30612492327935054,0.8856639456411021,15,0.0029005131925305106,Stim8hr
659,KLHDC10,-0.07223546185351327,0.8449128345356054,28,0.0029005131925305106,Stim8hr
660,KPNA4,0.31220858290120446,,456,0.0029005131925305106,Stim8hr
661,KRT72,-0.018179160383518408,0.41445445519554247,297,0.0029005131925305106,Stim8hr
662,KTI12,0.7880205236024433,0.8740986891784412,114,0.0029005131925305106,Stim8hr
663,LAGE3,0.5349035050511142,0.6118825610536013,213,0.0029005131925305106,Stim8hr
664,LAMTOR3,-0.11691163125260115,0.8088946671989534,146,0.0029005131925305106,Stim8hr
665,LAMTOR4,0.9937456533225374,0.9921943716612085,5,0.0029005131925305106,Stim8hr
666,LARS2,0.7587339474913992,0.7088042838267009,301,0.0029005131925305106,Stim8hr
667,LAT2,0.3057506290474795,,37,0.0029005131925305106,Stim8hr
668,LIN37,0.010409398673661509,0.7316745398841138,165,0.0029005131925305106,Stim8hr
669,LRBA,-0.1053892239943189,,4615,0.0029005131925305106,Stim8hr
670,LRIG1,0.017325928688852167,,920,0.0029005131925305106,Stim8hr
671,LRPPRC,0.8177277073360009,0.92103702880866,157,0.0029005131925305106,Stim8hr
672,LTB4R,-0.21319110572862382,0.6511448595299907,135,0.0029005131925305106,Stim8hr
673,MALT1,0.6367085877470305,0.864509262876574,540,0.0029005131925305106,Stim8hr
674,MBD3,0.41436051274488295,0.9291756558974782,7,0.0029005131925305106,Stim8hr
