target,target_corrected,culture_condition,guide_id,downreg_gene,seed_match_len,hamming_dist,log_fc,adj_pval,corr_de_all,pval_de_all,corr_de_signif,pval_de_signif,n_de_signif,pval_signif_min,distal_offtarget
BCL9L,BCL9L,Rest,BCL9L-2,PLCB2,10,7,-0.9406959530563088,0.0511767088130345,-0.0261,0.0050105169786277,,,1,,0.0
LRRC25,LRRC25,Stim8hr,LRRC25-1,DTD1,10,9,-0.9406854006038412,2.6788987274970167e-09,-0.0456,9.95158279872858e-07,0.0993,0.5367018247599542,41,0.5367018247599542,0.0
TESPA1,TESPA1,Stim8hr,TESPA1-2,ARL10,10,9,-0.9404762693337892,4.738278728257633e-05,-0.0226,0.0152061943759721,-0.012,0.6465837212400258,1471,,0.0
GHITM,GHITM,Stim48hr,GHITM-1,SMS,10,6,-0.9403239773510452,1.0603000962287769e-07,0.086,2.261232746172356e-20,0.0616,0.6876267782408353,45,0.6876267782408353,0.0
BPGM,BPGM,Rest,BPGM-2,TCF12,10,8,-0.939022859339856,0.0066931214048233,0.0783,3.89770385504635e-17,0.2832,0.3724125621232049,12,0.3724125621232049,0.0
UFC1,UFC1,Stim8hr,UFC1-2,PRKD2,10,10,-0.937211125755037,0.000113476034015,0.1217,2.9135884783790096e-39,0.3027,0.022083617719403,57,0.022083617719403,0.0
ZNF414,ZNF414,Stim8hr,ZNF414-1,NUCB1,10,8,-0.9371095645258446,0.036563605192747,,,,,0,,0.0
GUCA2A,GUCA2A,Stim48hr,GUCA2A-2,FTL,10,8,-0.9334145588981818,6.32451877926453e-07,0.0787,2.716261659632459e-17,0.4479,0.3135006798753327,7,0.3135006798753327,0.0
SHOX2,SHOX2,Rest,SHOX2-1,GMNN,10,10,-0.9321864084886844,0.0243607044143558,-0.1964,1.5213849297704566e-100,-0.5654,6.207246863915734e-07,67,,0.0
EME2,EME2,Rest,EME2-2,PYCARD,10,7,-0.9283874754414309,7.557995036471211e-05,-0.1022,4.185129898567777e-28,-0.0334,0.8921700832065124,19,,0.0
DLX1,DLX1,Stim8hr,DLX1-2,DOCK2,10,8,-0.9282442557374284,7.173084768297417e-06,0.3627,0.0,0.7244,1.956115544247922e-54,327,1.956115544247922e-54,1.0
ZFPM1,ZFPM1,Stim48hr,ZFPM1-1,RABGAP1,10,6,-0.9254948507501024,0.0007218198026015,-0.0027,0.7695673572908025,0.0396,0.1226310202923364,1523,0.1226310202923364,0.0
FKBP2,FKBP2,Rest,FKBP2-2,C3orf18,10,9,-0.9250911853229548,0.0406310767647894,0.3498,0.0,0.4888,7.539707196132845e-148,2458,7.539707196132845e-148,0.0
IRF2BP1,IRF2BP1,Rest,IRF2BP1-1,TXNDC15,10,7,-0.9246205676536756,0.0083342921225409,0.0582,4.04724535713927e-10,0.1636,0.0031895369217844,323,0.0031895369217844,0.0
HCN2,HCN2,Rest,HCN2-2,MAP1S,10,6,-0.9235466265073244,0.0482628557897589,-0.079,2.131745208736697e-17,-0.3537,0.1373588398207638,19,,0.0
CARMIL2,CARMIL2,Stim8hr,CARMIL2-2,BRWD3,10,5,-0.9231131531406488,0.0010223943032607,0.2021,1.9119863287106408e-106,0.3792,4.955250094777722e-63,1811,4.955250094777722e-63,0.0
CDIPT,CDIPT,Stim8hr,CDIPT-2,GRAMD1A,10,9,-0.9224883257870836,0.0115545787965048,-0.009,0.3345165892011159,0.004,0.9090804771224742,827,0.9090804771224742,0.0
TMEM169,TMEM169,Rest,TMEM169-2,UBC,10,5,-0.9224575630829353,0.0012909606649779,0.0058,0.5335157758962258,-0.026,0.3504563832498322,1290,,0.0
MARCH2,MARCH2,Stim48hr,MARCH2-1,FBXL19,10,8,-0.9197825331390104,1.1327234954771642e-08,0.0552,3.082060094768658e-09,0.3966,0.0018715605226099,59,0.0018715605226099,0.0
SUMO2,SUMO2,Stim48hr,SUMO2-1,MAN1A1,10,7,-0.9192415878886468,1.4101952717335235e-06,-0.0099,0.2859012626236574,0.292,0.3836282615448646,11,0.3836282615448646,0.0
ATP2B1,ATP2B1,Stim8hr,ATP2B1-1,FMNL3,10,8,-0.918112623636874,0.0152484537628309,-0.0414,8.902062147250908e-06,-0.1682,0.4017352602269152,27,,0.0
RBMS2,RBMS2,Stim48hr,RBMS2-1,FLOT2,10,9,-0.9179814517461948,1.7166234138344976e-08,0.1185,2.77358242261352e-37,-0.1893,0.4667949197842498,17,,0.0
RAB11FIP5,RAB11FIP5,Stim8hr,RAB11FIP5-2,GOLGA5,10,6,-0.9172208208119942,1.6903140413076628e-06,0.1732,2.9352868651022527e-78,-0.0737,0.6935744627496521,31,,0.0
ZFP82,ZFP82,Rest,ZFP82-1,TRAFD1,10,7,-0.9146668007614168,0.0001261473606427,-0.0049,0.599389131585518,-0.005,0.9657637164910344,75,,0.0
CSNK1E,CSNK1E,Stim48hr,CSNK1E-1,RUFY1,10,5,-0.9142677776660928,0.0009372764101886,-0.0546,4.548459750948958e-09,-0.096,0.6958863804245069,19,,0.0
LRP6,LRP6,Rest,LRP6-1,RSF1,10,10,-0.9135817520283244,5.0865945353853945e-19,-0.1035,8.140934993290947e-29,-0.1168,2.546653798376841e-05,1294,,0.0
MRC2,MRC2,Stim48hr,MRC2-1,TWNK,10,8,-0.9132040850293944,0.0509026459284973,0.3801,0.0,0.466,3.235898216169824e-163,3030,3.235898216169824e-163,0.0
HCN2,HCN2,Stim48hr,HCN2-2,EFCAB14,10,8,-0.9126396179080964,5.218951545955325e-09,-0.0084,0.3700263072139405,0.4164,0.1569180542716555,13,0.1569180542716555,0.0
CSNK2A2,CSNK2A2,Rest,CSNK2A2-1,GRK3,10,7,-0.9122501888282912,0.0803895804197145,,,,,0,,0.0
INIP,INIP,Stim48hr,INIP-1,HEBP1,10,7,-0.9119967731718462,0.0048577657017226,0.0306,0.0010088205723293,0.3952,0.3325719099609436,8,0.3325719099609436,0.0
ATP2B1,ATP2B1,Stim48hr,ATP2B1-1,ARHGAP30,10,8,-0.9105592240041064,5.8767888868748e-28,0.242,4.611997097899693e-153,0.4264,3.374625094181773e-67,1497,3.374625094181773e-67,0.0
TRMT6,TRMT6,Stim48hr,TRMT6-1,SMAP1,10,9,-0.9103649333023788,0.0042306747721274,-0.0171,0.0658711289378414,-0.3952,0.0940140946450226,19,,0.0
MRPL43,MRPL43,Rest,MRPL43-1,ARHGAP1,10,6,-0.9083813944246716,0.011315185420289,-0.0234,0.012006089163945,-0.5324,0.174385711614063,8,,0.0
CLDN7,CLDN7,Rest,CLDN7-1,MSL1,10,7,-0.907884472631284,4.034310361896606e-13,0.0353,0.00014949435115,0.1915,0.0756358789536134,87,0.0756358789536134,0.0
CLDN7,CLDN7,Rest,CLDN7-1,FBRS,10,5,-0.9058558081294242,4.0664626786793726e-11,0.1228,5.825723281260353e-40,0.3272,0.0002207025928573,123,0.0002207025928573,0.0
CTRL,CTRL,Rest,CTRL-1,LRRC8D,10,9,-0.9051528910988732,0.0262511941801305,-0.0496,9.958168661359929e-08,-0.0898,0.0002518740044782,1658,,0.0
FOXO3,FOXO3,Stim48hr,FOXO3-2,AGPAT5,10,8,-0.9049514049681192,7.851589093104321e-06,0.0962,4.548523122625238e-25,0.3401,0.0658965462510213,30,0.0658965462510213,0.0
MRC2,MRC2,Rest,MRC2-1,FHIP2B,10,7,-0.9048397818368168,0.0434962273840759,0.0742,1.499744682348045e-15,0.1281,0.0572779093208979,221,0.0572779093208979,0.0
PTP4A1,PTP4A1,Stim8hr,PTP4A1-2,SMARCB1,10,7,-0.903010635368878,1.890978931163769e-15,0.2579,2.397583564327608e-174,0.4272,1.1995208345515349e-86,1934,1.1995208345515349e-86,0.0
HACD4,HACD4,Stim8hr,HACD4-1,RPP25,10,8,-0.9026543924565844,0.0947722111453433,0.0072,0.4394784318066084,0.0708,0.01049074602234,1307,0.01049074602234,0.0
SEMA4A,SEMA4A,Rest,SEMA4A-1,EZH1,10,10,-0.9024274932734226,0.0914499552467114,0.009,0.3337892674252253,-0.0111,0.8475671379111948,304,,0.0
CABP5,CABP5,Stim48hr,CABP5-2,CARMIL2,10,7,-0.90203797811902,0.0006888691072596,0.3423,6.035092623e-314,0.5468,6.911167298858696e-152,1942,6.911167298858696e-152,1.0
ZBTB33,ZBTB33,Stim8hr,ZBTB33-2,ZMYM4,10,7,-0.901192274689478,0.0004887458353225,0.0186,0.0457431959115292,0.0375,0.8753438065744058,20,0.8753438065744058,0.0
TNS1,TNS1,Rest,TNS1-2,CHAMP1,10,7,-0.8997464967407304,0.013207541588373,-0.0413,9.12070228275781e-06,-0.1523,0.2763044298610152,53,,0.0
PCBP4,PCBP4,Stim48hr,PCBP4-1,TUBA1A,10,8,-0.8993726512034589,0.0067846085089985,-0.1168,2.8102641848227045e-36,-0.4499,0.1919850151156048,10,,0.0
KLF4,KLF4,Stim8hr,KLF4-1,UBE2Q1,10,7,-0.8983466575276756,0.0128834686381929,0.0485,1.9484655240837882e-07,0.165,0.0974404547536869,102,0.0974404547536869,0.0
CRAT,CRAT,Stim48hr,CRAT-1,DNAJC10,10,7,-0.8934397478882189,0.0003729428264771,0.07,5.466886457176008e-14,-0.2216,0.3927531031909833,17,,0.0
MTA3,MTA3,Stim8hr,MTA3-1,FOSL1,10,8,-0.892984776845539,0.0098534267428103,0.0166,0.0745527703307012,0.0305,0.2606877323143635,1358,0.2606877323143635,0.0
CPNE5,CPNE5,Rest,CPNE5-2,NPDC1,10,5,-0.8922212456727279,0.0920715395199672,0.003,0.7508759892182989,0.0308,0.8865781505553139,24,0.8865781505553139,0.0
C18orf32,C18orf32,Stim8hr,C18orf32-2,QKI,10,6,-0.8921822367214393,0.0003232112090804,0.0916,7.105885416828898e-23,-0.8424,0.0732716193782171,5,,0.0
RIPOR1,RIPOR1,Stim8hr,RIPOR1-2,IRAK1,10,6,-0.8919894712745909,7.352201750070874e-07,0.0999,6.0684071653523274e-27,0.2763,0.384700001907944,12,0.384700001907944,0.0
ABCD3,ABCD3,Rest,ABCD3-1,SSRP1,10,6,-0.8917429253661191,0.0162026064514594,,,,,0,,0.0
PKD2,PKD2,Stim8hr,PKD2-2,TMX4,10,8,-0.8914149733575827,0.048730755848045,-0.0354,0.0001439688378273,-0.3013,0.2952593003275259,14,,0.0
LEPROTL1,LEPROTL1,Rest,LEPROTL1-2,MLX,10,5,-0.8909180315309846,2.081462038322472e-11,-0.1395,3.717434458557333e-51,-0.0954,0.1262188556765116,258,,0.0
ZNF431,ZNF431,Stim48hr,ZNF431-1,MMD,10,8,-0.8907682783084522,0.0709861820194062,-0.1834,1.2170468579923211e-87,-0.2984,0.0864921571427906,34,,0.0
MRPS30,MRPS30,Stim48hr,MRPS30-2,MGAT2,10,6,-0.8900711368054357,7.022568804246559e-08,0.0539,6.9399125699913795e-09,,,1,,0.0
CTRL,CTRL,Rest,CTRL-1,ELF2,10,8,-0.8899677325142737,0.0159622544012718,0.2121,3.108134304975959e-117,0.4,1.51550629042031e-64,1653,1.51550629042031e-64,0.0
SDR39U1,SDR39U1,Rest,SDR39U1-2,TAGLN2,10,7,-0.8886925887489778,0.0014992607933494,-0.0206,0.0268507805013471,,,2,,0.0
RB1CC1,RB1CC1,Stim8hr,RB1CC1-2,DUSP6,10,7,-0.8882324310928572,0.0511011275443686,-0.1286,1.1707973089506777e-43,-0.3236,7.769776384128556e-11,385,,0.0
CHD7,CHD7,Stim48hr,CHD7-1,ARL4C,10,8,-0.8877168494647304,1.964437094547942e-05,-0.0562,1.5739075975917824e-09,-0.1211,3.3654320298429918e-06,1465,,0.0
COMMD10,COMMD10,Stim8hr,COMMD10-1,DCK,10,7,-0.8870068672709744,0.0005958728584495,0.0243,0.0089737429826558,0.029,0.5962662629991297,335,0.5962662629991297,0.0
UNK,UNK,Rest,UNK-1,NUP210,10,6,-0.8861330743014085,7.957951523588197e-09,0.0782,4.213375917514645e-17,0.6874,0.0407616653209498,9,0.0407616653209498,0.0
SMARCB1,SMARCB1,Rest,SMARCB1-2,PAK1,10,9,-0.8832389853147952,0.0002695535139323,0.1414,1.6471539233048054e-52,0.1767,5.8936290689580114e-15,1924,5.8936290689580114e-15,0.0
AGRN,AGRN,Stim48hr,AGRN-2,MAP4K2,10,7,-0.8830242803763141,0.0005110339671114,-0.0284,0.0022793590039862,0.3129,0.1459954357602243,23,0.1459954357602243,0.0
UNC119B,UNC119B,Stim8hr,UNC119B-1,H2AX,10,7,-0.8822446324345578,0.0373230351756865,0.0355,0.0001401488674157,0.5001,4.056589659335e-05,61,4.056589659335e-05,0.0
SIMC1,SIMC1,Stim8hr,SIMC1-1,SNRNP35,10,8,-0.8812157542537714,0.0013453677822577,,,,,0,,0.0
MKRN3,MKRN3,Rest,MKRN3-1,CARD19,10,8,-0.8810919897516275,0.0090245986179587,-0.0546,4.580461251905525e-09,-0.171,0.4839786271324138,19,,0.0
PCBP4,PCBP4,Rest,PCBP4-1,TUBA1A,10,8,-0.880971172556832,0.0056629656638193,-0.0233,0.0123587626220669,-0.3077,0.3305220005684923,12,,0.0
PTF1A,PTF1A,Rest,PTF1A-2,APRT,10,8,-0.8807836852780043,2.2523325776060805e-07,0.0745,1.16993185864699e-15,-0.0924,0.7996464750841059,10,,0.0
RAD23A,RAD23A,Stim48hr,RAD23A-1,IDE,10,10,-0.8806623889776626,1.1401585429168531e-10,-0.0678,3.252080644474286e-13,0.1268,0.5120373194203348,29,0.5120373194203348,0.0
PDCD4,PDCD4,Stim48hr,PDCD4-1,GMPR2,10,10,-0.8796908175811653,0.0394007656979485,0.0757,4.0069595246251966e-16,-0.0009,0.996943360466588,19,,0.0
SMARCB1,SMARCB1,Rest,SMARCB1-2,ARHGAP21,10,4,-0.8794644462595634,0.0652432141043653,0.0512,3.9363546893718354e-08,0.0694,0.0039224041996914,1724,0.0039224041996914,0.0
PARP9,PARP9,Rest,PARP9-1,USB1,10,9,-0.8793700075659959,0.0023526287901115,0.0366,8.395770250131146e-05,0.2219,0.2759928960102273,26,0.2759928960102273,0.0
HCN2,HCN2,Stim8hr,HCN2-2,CYB5R4,10,7,-0.8786034163252965,5.9287125313714446e-05,0.0161,0.083344569567556,0.0494,0.0418380542479471,1700,0.0418380542479471,0.0
UNK,UNK,Stim8hr,UNK-2,CLTB,10,7,-0.8784177068176882,0.0006060147571576,-0.0883,2.2106881522660026e-21,0.0703,0.9296881353450368,4,0.9296881353450368,0.0
MFSD5,MFSD5,Stim48hr,MFSD5-1,SLC35B2,10,7,-0.8783313477418935,0.0433085415820166,-0.0115,0.2174613388882693,-0.0938,0.7203903484689715,17,,0.0
TMEM254,TMEM254,Rest,TMEM254-2,RANGRF,10,6,-0.8768785017353091,0.0361521614310619,-0.0777,7.006398746646362e-17,-0.0378,0.7315781014090145,85,,0.0
CORO1A,CORO1A,Rest,CORO1A-2,BICDL1,10,7,-0.8758348497804516,0.0005311770897655,-0.2027,4.318645859205156e-107,-0.1739,0.3955059439884391,26,,0.0
ZNF414,ZNF414,Stim48hr,ZNF414-1,NUCB1,10,8,-0.875698925243383,0.017339411942645,,,,,0,,0.0
ATP2B1,ATP2B1,Stim8hr,ATP2B1-1,TMEM18,10,8,-0.8750281164274236,8.322457214838825e-05,-0.1206,1.518112271437736e-38,0.184,0.368343227813399,26,0.368343227813399,0.0
UBE2E2,UBE2E2,Stim48hr,UBE2E2-1,PIGP,10,7,-0.8745004086030482,0.0783443841219797,0.1079,3.5283278587446353e-31,0.1511,8.955615799809323e-05,667,8.955615799809323e-05,0.0
TESPA1,TESPA1,Stim48hr,TESPA1-2,SH2D3C,10,8,-0.8728547848191619,0.014308402753892,,,,,0,,0.0
MOGS,MOGS,Stim48hr,MOGS-1,BIVM,10,8,-0.8721720386183915,0.0004145494034366,-0.0093,0.3202463174601425,-0.4741,0.2352792678768059,8,,0.0
ZNF311,ZNF311,Rest,ZNF311-1,R3HDM4,10,6,-0.871547839158136,0.0014997676073444,0.0094,0.3113138928678005,0.2264,0.2660018248928634,26,0.2660018248928634,0.0
PTP4A1,PTP4A1,Rest,PTP4A1-2,SMARCB1,10,7,-0.8714177390534432,3.9400306664051765e-11,0.0741,1.6698360398743534e-15,0.1696,4.2028641490540484e-17,2425,4.2028641490540484e-17,0.0
TADA2A,TADA2A,Stim8hr,TADA2A-2,USP3,10,7,-0.8713026822291019,7.749830066727521e-06,0.1001,4.74210409625773e-27,0.1136,0.7118138528415684,13,0.7118138528415684,0.0
ZNF391,ZNF391,Rest,ZNF391-1,SDF4,10,7,-0.8700377702289058,0.0960012827919131,0.1445,9.174388382337312e-55,0.284,0.0797734320289427,39,0.0797734320289427,0.0
CLDN7,CLDN7,Rest,CLDN7-1,HCST,10,10,-0.8696466297755057,0.0212372673420815,0.0331,0.0003795741471594,0.05,0.6436937880798693,88,0.6436937880798693,0.0
SRM,SRM,Stim8hr,SRM-1,C18orf32,10,6,-0.8695140072345824,8.319569584879187e-05,0.0837,2.349533476740812e-19,0.1938,0.0754929549132509,85,0.0754929549132509,0.0
GYPC,GYPC,Rest,GYPC-1,RDH14,10,9,-0.8688536987268697,0.0002468484553564,-0.026,0.005308342712608,-0.0427,0.7614912212661283,53,,0.0
MOB1B,MOB1B,Stim48hr,MOB1B-1,HSPB1,10,6,-0.867430401386761,0.0151386871128729,-0.0622,2.354092739680221e-11,-0.0995,0.7242723855110785,15,,0.0
PRRT2,PRRT2,Rest,PRRT2-1,UBL3,10,8,-0.8670528110813376,0.0167951819214979,0.4914,0.0,0.7378,3.221849136362123e-159,922,3.221849136362123e-159,1.0
GPAT2,GPAT2,Stim8hr,GPAT2-1,NR1D1,10,7,-0.8660887873130974,0.0748982971481634,0.0712,2.064137837600827e-14,0.1626,0.4585465267694821,23,0.4585465267694821,0.0
MRPL42,MRPL42,Stim48hr,MRPL42-1,UNC13D,10,7,-0.8657085694400438,0.0004145116471287,0.0609,6.116209509588538e-11,0.1367,0.0039477181447964,443,0.0039477181447964,0.0
MTA3,MTA3,Stim8hr,MTA3-1,SMKR1,10,9,-0.8636203126136947,0.0937512264190191,0.0079,0.3937203525443166,0.0203,0.455732165754351,1357,0.455732165754351,0.0
NCLN,NCLN,Rest,NCLN-2,PKNOX1,10,7,-0.8635221120663179,0.0103487035931532,0.157,1.7563606335369193e-64,0.4328,4.4697424355359317e-10,190,4.4697424355359317e-10,0.0
SLC37A3,SLC37A3,Stim8hr,SLC37A3-2,ANXA6,10,6,-0.8635078458976777,3.6688962119372966e-05,0.0169,0.0705383890036265,-0.5619,0.0909696995677132,10,,0.0
ZNF311,ZNF311,Rest,ZNF311-1,CARD11,10,7,-0.8623853572302455,0.006265822981144,-0.2105,1.8036618887090478e-115,-0.3597,3.2818701912913693e-05,127,,0.0
EIF4E,EIF4E,Stim8hr,EIF4E-2,MSTO1,10,7,-0.8617093781702181,3.466356891446075e-05,-0.0358,0.0001201931252706,0.0657,0.6757001122849785,43,0.6757001122849785,0.0
PRKRA,PRKRA,Rest,PRKRA-1,IL27RA,10,8,-0.8616359761153125,1.071027649930515e-09,-0.0087,0.3480546913919661,0.1358,0.5269786153404391,24,0.5269786153404391,0.0
MAPRE3,MAPRE3,Stim8hr,MAPRE3-2,PELI1,10,9,-0.8614059786974742,0.0677960809996767,0.0775,8.024407764085171e-17,-0.0205,0.920757109135198,26,,0.0
PPARA,PPARA,Stim48hr,PPARA-2,IFI27L2,10,9,-0.8598708652005438,0.0002363679143736,-0.0097,0.296976161227242,,,0,,0.0
SEMA6A,SEMA6A,Rest,SEMA6A-2,CNNM4,10,8,-0.8594611458212117,0.0312725102801682,0.0632,1.1441273878223016e-11,0.0162,0.9622455522234502,11,0.9622455522234502,0.0
SH3YL1,SH3YL1,Stim8hr,SH3YL1-2,LCLAT1,10,8,-0.859280840794793,3.651188135351409e-07,-0.0016,0.8623831176371188,-0.0304,0.8624035366938144,35,,0.0
CRAT,CRAT,Rest,CRAT-1,PLEKHA2,10,8,-0.8572450157082092,0.0128588858123145,-0.0226,0.0153788804005553,0.0986,0.7864522371632294,10,0.7864522371632294,0.0
DIS3L2,DIS3L2,Stim48hr,DIS3L2-2,CD109,10,7,-0.8571835080577658,0.0538895066758104,0.016,0.0868309764609452,-0.1023,0.8977106620093893,4,,0.0
HDAC1,HDAC1,Rest,HDAC1-1,ATP2A3,10,9,-0.8566792709028321,9.355073400511908e-09,-0.0459,8.215058190611879e-07,0.0411,0.9102961925645808,10,0.9102961925645808,0.0
METTL17,METTL17,Stim48hr,METTL17-2,SSR3,10,6,-0.8562672271451024,7.208631577174061e-11,-0.0137,0.1403174615255075,0.1485,0.3604876845148522,40,0.3604876845148522,0.0
FUNDC2,FUNDC2,Rest,FUNDC2-2,AIFM1,10,7,-0.8562486239563769,0.0222547521061863,0.038,4.544216213802209e-05,0.1036,0.5035559955638543,44,0.5035559955638543,0.0
KCTD21,KCTD21,Rest,KCTD21-1,LAT,10,6,-0.8537948146941268,1.1066845897561567e-11,0.1971,3.1414327158550045e-101,0.1359,0.2962217402758467,61,0.2962217402758467,0.0
MAP1S,MAP1S,Rest,MAP1S-1,SIGMAR1,10,9,-0.8524855886533628,0.0988385447486316,-0.0739,1.936499836974264e-15,-0.138,0.7038181539442722,10,,0.0
PRAM1,PRAM1,Rest,PRAM1-2,FRA10AC1,10,7,-0.851171823879836,0.070636971022452,-0.0139,0.1362173783505628,-0.288,6.959565699208843e-07,287,,0.0
FOXO4,FOXO4,Stim8hr,FOXO4-2,CD6,10,9,-0.8508875545342282,0.0037085407323424,0.034,0.0002608841204102,0.3339,0.0405035471108235,38,0.0405035471108235,0.0
LRP6,LRP6,Stim8hr,LRP6-1,FYCO1,10,7,-0.8503558681103919,0.0177315714193452,-0.0334,0.0003419399359739,-0.0004,0.9969021283993712,105,,0.0
SEMA6A,SEMA6A,Rest,SEMA6A-1,NUDCD2,10,8,-0.8501342816969557,0.0218839560554943,0.0236,0.0114876987811741,-0.2702,0.4819305464188038,9,,0.0
CTRL,CTRL,Rest,CTRL-1,FOXJ2,10,8,-0.849553177840689,0.0259268894805756,0.0851,6.0342138784548e-20,0.2449,5.4189834615340586e-24,1653,5.4189834615340586e-24,0.0
ANKRD61,ANKRD61,Stim8hr,ANKRD61-1,AGL,10,8,-0.8493643762806415,0.084628203276639,-0.0355,0.0001417757243412,-0.5892,0.2957913885129486,5,,0.0
LRRC25,LRRC25,Rest,LRRC25-1,DTD1,10,9,-0.8493250207934787,0.0253500261950795,-0.0681,2.5593707422194323e-13,-0.0563,0.7301054782539684,40,,0.0
LONRF3,LONRF3,Stim48hr,LONRF3-2,RNF2,10,7,-0.8465869551296853,0.0084913359126744,0.002,0.827623491709642,-0.3415,0.4077591744496607,8,,0.0
KCTD21,KCTD21,Stim48hr,KCTD21-1,MBOAT7,10,10,-0.846558927907288,7.437191343466278e-05,0.0518,2.7482915450148296e-08,0.0756,0.7655903606542337,18,0.7655903606542337,0.0
ZDHHC18,ZDHHC18,Stim48hr,ZDHHC18-2,TNFRSF25,10,6,-0.8457410583969562,0.0012856695058419,-0.0164,0.0789197427886364,-0.4025,0.2828449815212643,9,,0.0
ACVR2A,ACVR2A,Stim8hr,ACVR2A-2,CCDC85B,10,3,-0.8451955705317823,4.1249285403702315e-17,0.0285,0.0022040192774833,0.0414,0.90957040892475,10,0.90957040892475,0.0
GPR146,GPR146,Stim48hr,GPR146-1,MITD1,10,6,-0.8449026544596709,0.0233074671146142,0.0915,7.707777331811333e-23,0.1712,0.0048627875486981,269,0.0048627875486981,0.0
ABCA1,ABCA1,Stim8hr,ABCA1-1,TOMM40L,10,6,-0.844894437721852,9.430419539934765e-06,0.0061,0.511939069696364,0.2086,0.391511106022462,19,0.391511106022462,0.0
MRPL43,MRPL43,Rest,MRPL43-1,AKR1B1,10,5,-0.8447779415823885,0.040425983072591,-0.012,0.1973767463962522,-0.0834,0.8188424289673768,10,,0.0
SMARCB1,SMARCB1,Rest,SMARCB1-2,PPP3CA,10,4,-0.8446553090325555,2.612525597033539e-06,-0.1958,6.389810277560186e-100,-0.3327,7.64392147652617e-46,1724,,0.0
EID2,EID2,Rest,EID2-1,ATM,10,8,-0.8439797842202619,0.0953998012401866,0.0869,9.474857709887084e-21,0.1095,0.237885052511255,118,0.237885052511255,0.0
HDGFL3,HDGFL3,Rest,HDGFL3-2,TRABD,10,8,-0.8439472031486862,5.34396550871702e-12,-0.0039,0.6757267286902715,-0.7869,0.011859287408431,9,,0.0
FOXO3,FOXO3,Stim8hr,FOXO3-2,STK39,10,7,-0.8438248120544833,0.0153856838850571,-0.0252,0.0068223389596621,-0.1002,0.7020567280086975,17,,0.0
NFKB1,NFKB1,Rest,NFKB1-1,MIF,10,4,-0.8433253524874323,8.66246032650627e-05,-0.0627,1.642347316735121e-11,-0.3988,0.0483001262662988,25,,0.0
LARS2,LARS2,Rest,LARS2-1,RNF26,10,6,-0.8423802378212369,0.0915194315640025,-0.0312,0.0008192953953831,0.0032,0.9841361689095806,42,0.9841361689095806,0.0
ATP2B1,ATP2B1,Rest,ATP2B1-1,NAGA,10,8,-0.8423501219801676,0.0546893428969386,0.2375,1.955155791459157e-147,0.5353,8.673760622487163e-28,356,8.673760622487163e-28,1.0
ATP2B1,ATP2B1,Stim48hr,ATP2B1-1,CAPN1,10,10,-0.8419803468131183,5.646032276562543e-07,-0.0647,3.559931475715834e-12,-0.1309,0.6165256517788515,17,,0.0
HCN2,HCN2,Stim48hr,HCN2-2,PTPN11,10,9,-0.8409874251719179,0.0004268949007718,0.0424,5.222378359157968e-06,0.1208,0.3085234394638204,73,0.3085234394638204,0.0
MFSD4B,MFSD4B,Stim48hr,MFSD4B-2,IDH3G,10,9,-0.8388880674004953,3.716194089202872e-17,0.0487,1.6649341197953727e-07,0.324,0.1224441871898264,24,0.1224441871898264,0.0
ANKRD40,ANKRD40,Stim48hr,ANKRD40-1,BZW2,10,7,-0.8382411367018808,0.0087562369384628,-0.233,8.455356354611007e-142,-0.2731,0.0034255324447368,113,,0.0
ATXN1L,ATXN1L,Rest,ATXN1L-1,PATZ1,10,8,-0.8376654480776939,0.0501144467195949,-0.2215,6.195641403216034e-128,-0.4792,1.3594772038428852e-51,878,,0.0
PLEKHH2,PLEKHH2,Stim8hr,PLEKHH2-1,CTPS1,10,5,-0.8366500057239008,0.0107060618971576,0.1743,3.142962388760682e-79,0.3606,6.17511961204786e-29,897,6.17511961204786e-29,0.0
SCRN3,SCRN3,Rest,SCRN3-1,NMT2,10,7,-0.8356990721132274,0.0834596613989127,-0.0436,2.810392231370993e-06,0.0098,0.9238954727993394,98,0.9238954727993394,0.0
INPP5F,INPP5F,Rest,INPP5F-2,CIB1,10,9,-0.835359653219828,0.0006376573616067,-0.0159,0.0871887321582806,0.22,0.2905425648578536,25,0.2905425648578536,0.0
TSEN2,TSEN2,Stim8hr,TSEN2-2,ATP5PB,10,6,-0.833548219753065,0.0958613913535525,,,,,0,,0.0
SMARCB1,SMARCB1,Rest,SMARCB1-2,MEX3D,10,6,-0.8322937347352444,0.0882240314846067,0.0627,1.6655331350467333e-11,0.1388,7.177800350813654e-09,1724,7.177800350813654e-09,0.0
CHD7,CHD7,Stim48hr,CHD7-1,USP4,10,5,-0.8322806653603423,0.0001120919734522,0.0275,0.0031495872748562,0.0076,0.7673190034083948,1514,0.7673190034083948,0.0
YME1L1,YME1L1,Stim48hr,YME1L1-1,FLOT1,10,8,-0.8315861344603668,2.2020622576505888e-10,0.0266,0.0043725122484311,0.0632,0.8160810145213102,16,0.8160810145213102,0.0
KAT14,KAT14,Stim48hr,KAT14-1,CST7,10,6,-0.8304398443878167,0.0212775906988199,-0.0014,0.879287991419878,0.0177,0.7124034075170598,437,0.7124034075170598,0.0
