,variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast
88889,ENSG00000072135,181.1726423551472,-0.09373171828404939,0.07364207448949586,-1.2728011660972296,0.20308860729835776,0.27457005942573737,ELOB
88890,ENSG00000170604,39.359659572944615,-0.2216929698138783,0.17419588706456754,-1.2726647772786133,0.20313702152969126,0.2745851374083846,ELOB
88891,ENSG00000101391,109.67393722650769,-0.11310015023910787,0.08887084363825351,-1.2726350466467846,0.20314757619147095,0.2745851374083846,ELOB
88892,ENSG00000130731,252.21978456393066,0.13503726633467092,0.10614553648840155,1.2721897764342296,0.20330569920504993,0.27476652805012924,ELOB
88893,ENSG00000133884,307.76274947072216,-0.1102915909791642,0.08671922290423015,-1.271824023388293,0.20343565134674568,0.2749098077088333,ELOB
88894,ENSG00000164713,786.6372176167505,-0.09507801161052841,0.07484874836018746,-1.270268557504711,0.20398898421739864,0.27562511573374393,ELOB
88895,ENSG00000167193,200.13687492151467,0.09495265332883994,0.07476929133864026,1.269941865555292,0.20410533884965631,0.27574989021154017,ELOB
88896,ENSG00000110628,13.995341079929807,0.2575823945342248,0.20293953478422075,1.2692568493768557,0.20434947104217815,0.2760472447564592,ELOB
88897,ENSG00000143379,141.72902655165743,-0.1052778146684996,0.08300420325809336,-1.2683431746359717,0.20467542514354098,0.2764550461923519,ELOB
88898,ENSG00000119596,312.811418580663,-0.0986248809376587,0.07776474063126011,-1.2682467675847062,0.20470984046737795,0.2764690166707239,ELOB
88899,ENSG00000244038,553.6338420203781,0.1125602698895649,0.08883424742097547,1.2670819324461038,0.20512599517047592,0.2769984778992259,ELOB
88900,ENSG00000134901,124.92025051671754,0.11694880394392329,0.09239773734229077,1.265710690627436,0.2056166794623725,0.2776284462291733,ELOB
88901,ENSG00000180329,141.3248059081026,-0.12430870033630322,0.09828784015273116,-1.2647413977470436,0.20596404478038,0.2780647765725478,ELOB
88902,ENSG00000180776,334.0895071946625,-0.0696653932376608,0.05508609494306679,-1.2646638559088672,0.20599185183963464,0.2780696307449699,ELOB
88903,ENSG00000036448,17.086516192533317,0.27027068674447824,0.2139025714156143,1.2635223829045994,0.20640150784199507,0.2785898833664724,ELOB
88904,ENSG00000116704,183.6510952461582,0.08895613511332685,0.07042378193302792,1.2631547564134364,0.20653356884145846,0.27873537463503534,ELOB
88905,ENSG00000151233,108.50758758258938,-0.09775298534909443,0.0775004291680774,-1.2613218584518382,0.2071929089747735,0.2795923580748765,ELOB
88906,ENSG00000069667,146.13527651378507,-0.17980478370733938,0.14266126264686724,-1.260361645280081,0.20753893120496814,0.2800263892021921,ELOB
88907,ENSG00000163312,70.89011636406974,0.1231119987680311,0.09773525433065285,1.2596478068346246,0.20779644141626952,0.28034090563442443,ELOB
88908,ENSG00000274944,55.759004853288126,0.16570634093027203,0.13171307689479406,1.2580857181146115,0.20836075780760066,0.2810692158116389,ELOB
88909,ENSG00000154813,398.705413482213,0.07571624184466744,0.060193729880537526,1.257875894963419,0.20843664256446126,0.28113856017062094,ELOB
88910,ENSG00000214717,75.43027468301706,-0.11355734331533505,0.09029509516495723,-1.2576247149181332,0.20852751082107068,0.28118802016327565,ELOB
88911,ENSG00000292345,75.43027468301706,-0.11355734331531785,0.09029509516495363,-1.2576247149179929,0.20852751082112164,0.28118802016327565,ELOB
88912,ENSG00000182473,148.77863070314217,0.10550459123490008,0.08389550035986897,1.257571511968331,0.2085467614933202,0.28118802016327565,ELOB
88913,ENSG00000101574,97.47043161139638,-0.11327378867032216,0.09013065011348162,-1.256773234495718,0.20883576063606113,0.28154463093146637,ELOB
88914,ENSG00000137692,948.3314963022326,-0.07336854899468508,0.058382100196648495,-1.2566959521421412,0.20886375444490768,0.2815493215727423,ELOB
88915,ENSG00000160209,408.4757416902226,-0.10098433563049085,0.08036996820953476,-1.2564934126539877,0.20893713275735337,0.2816151824572472,ELOB
88916,ENSG00000145982,74.32163451395941,0.13671691975018133,0.10896915938269561,1.254638656705028,0.2096099637001947,0.28248890320309034,ELOB
88917,ENSG00000132570,135.16450285221939,-0.09119316979294462,0.0727033496325636,-1.2543186834420554,0.2097261956453672,0.28261238495682767,ELOB
88918,ENSG00000165244,132.6552368837811,0.13055742192329942,0.10410337879493697,1.2541132039573055,0.20980086173460233,0.28266533382457515,ELOB
88919,ENSG00000101004,9.718098933820551,0.36639367765252384,0.2921624706612919,1.254075093297281,0.2098147123077495,0.28266533382457515,ELOB
88920,ENSG00000169220,125.53663308625437,-0.14363578175395522,0.11456728666582575,-1.2537242168693197,0.2099422625803986,0.2828039978578323,ELOB
88921,ENSG00000165490,79.87882533405427,0.1704692532218131,0.13601512990176054,1.2533109613977336,0.21009256080063465,0.2829732685346885,ELOB
88922,ENSG00000164300,98.36151454264606,-0.14523148041247383,0.11589994364206298,-1.2530763678453223,0.21017791553525111,0.2830550375143479,ELOB
88923,ENSG00000214753,409.7474257181944,0.07461824812008921,0.059603804924197194,1.2519041060379796,0.21060480841446194,0.283596696522464,ELOB
88924,ENSG00000071553,205.5156680369184,0.10758735812944158,0.08595950084179822,1.2516051986789425,0.21071375933210923,0.28370586374884466,ELOB
88925,ENSG00000147050,123.02719608345615,0.11025690588933339,0.08809655547393047,1.2515461620058528,0.21073528285950316,0.28370586374884466,ELOB
88926,ENSG00000278845,271.94532840500403,-0.0776096421298547,0.06201613351395005,-1.2514427735549978,0.21077297994215216,0.2837233561457592,ELOB
88927,ENSG00000058799,48.761942437160776,0.14138456519402212,0.11303147069372932,1.2508424806496456,0.2109919527223707,0.2839848326516381,ELOB
88928,ENSG00000064490,160.330439070155,0.13135980526266128,0.10504261495236196,1.250538225102588,0.21110300082158961,0.2841010035664351,ELOB
