gene_id,gene_name,gene_biotype,DonorC_NTC1_cpm,DonorC_NTC1_count,DonorC_NFKB2-3_cpm,DonorC_NFKB2-3_count,DonorC_MED24-3_cpm,DonorC_MED24-3_count,DonorC_GATA3-3_cpm,DonorC_GATA3-3_count,DonorC_CYB5R4-3_cpm,DonorC_CYB5R4-3_count,DonorC_KDM1A-3_cpm,DonorC_KDM1A-3_count,DonorC_ELOB-3_cpm,DonorC_ELOB-3_count,DonorC_MEN1-3_cpm,DonorC_MEN1-3_count,DonorC_ATP2A2-3_cpm,DonorC_ATP2A2-3_count,DonorC_NTC2_cpm,DonorC_NTC2_count
ENSG00000169484,OR4K14,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169488,OR4K15,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169490,TM2D2,protein_coding,16.006561164582603,115.0,22.113998035812585,100.0,16.827369164007546,100.0,21.988999868320043,103.0,19.70684491639273,8.0,20.540446091498332,114.0,23.86450235195841,47.0,36.352460427584035,25.0,21.914483521849252,96.0,19.399693881939964,115.0
ENSG00000169495,HTRA4,protein_coding,0.1391874883876748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.015510738381209,2.0,0.0,0.0,0.0,0.0,0.1686929902777388,1.0
ENSG00000169499,PLEKHA2,protein_coding,35.00565332950022,251.5,40.02633644482077,181.0,34.664380477855545,206.0,40.77571820241872,191.0,34.48697860368728,14.0,44.234030837393334,245.5,146.23354632689407,288.0,85.79180660909832,59.0,56.38413989475798,247.0,30.364738249992985,180.0
ENSG00000169504,CLIC4,protein_coding,12.805248931666084,92.0,22.887987967066024,103.5,27.849295966432493,165.5,15.79792223549207,74.0,128.09449195655273,52.0,24.234122800934436,134.5,57.88411208772891,114.0,67.6155763953063,46.5,50.90551901429566,223.0,13.2423997368025,78.5
ENSG00000169507,SLC38A11,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169508,GPR183,protein_coding,217.68923183832345,1564.0,171.60462475790564,776.0,693.287609557111,4120.0,184.6649018067654,865.0,310.38280743318546,126.0,630.7178205551746,3500.5,452.9177893180192,892.0,251.5590261588815,173.0,480.748982260568,2106.0,265.3540737068832,1573.0
ENSG00000169509,CRCT1,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169515,CCDC8,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.390066843647273,3.0,0.0,0.0,1.015510738381209,2.0,1.4540984171033613,1.0,0.0,0.0,0.1686929902777388,1.0
ENSG00000169519,METTL15,protein_coding,12.457280210696895,89.5,21.11886812420102,95.5,17.248053393107735,102.5,19.42717464094295,91.0,13.54845588002,5.5,15.044975865264128,83.5,34.7812427895564,68.5,39.260657261790755,27.0,24.88206983209967,109.0,17.712763979162574,105.0
ENSG00000169548,ZNF280A,protein_coding,0.0,0.0,0.4422799607162517,2.0,0.0,0.0,0.2134854356147577,1.0,2.463355614549091,1.0,0.1801793516798099,1.0,0.5077553691906045,1.0,5.816393668413445,4.0,0.0,0.0,0.0,0.0
