gene_id,gene_name,gene_biotype,DonorD_NTC1_cpm,DonorD_NTC1_count,DonorD_SGF29-4_cpm,DonorD_SGF29-4_count,DonorD_GATA3-3_cpm,DonorD_GATA3-3_count,DonorD_ATP2A2-3_cpm,DonorD_ATP2A2-3_count,DonorD_NTC2_cpm,DonorD_NTC2_count
ENSG00000137875,BCL2L10,protein_coding,2.544065537596813,31.0,1.5747292737243084,17.0,0.7845278848524921,9.0,1.2915224748883276,13.0,1.7088341386079948,21.0
ENSG00000137876,RSL24D1,protein_coding,359.34925718554985,4378.75,351.9056771105087,3799.0,324.9758574400977,3728.08,312.1013734508985,3141.5,369.8063547445296,4544.58
ENSG00000137877,SPTBN5,protein_coding,0.1641332604901169,2.0,0.1852622674969774,2.0,0.2615092949508307,3.0,0.2980436480511525,3.0,0.0813730542194283,1.0
ENSG00000137878,GCOM1,protein_coding,1.7028825775849636,20.75,1.667360407472797,18.0,2.092074359606646,24.0,1.8876097709906323,19.0,1.9326100377114228,23.75
ENSG00000137880,GCHFR,protein_coding,18.629125065628276,227.0,16.76623520847646,181.0,15.777727462033454,181.0,14.30609510645532,144.0,15.135388084813668,186.0
ENSG00000137936,BCAR3,protein_coding,0.4103331512252924,5.0,3.1494585474486168,34.0,1.046037179803323,12.0,1.9869576536743505,20.0,0.3254922168777133,4.0
ENSG00000137941,TTLL7,protein_coding,1.2309994536758777,15.0,0.8336802037363985,9.0,0.348679059934441,4.0,1.4902182402557624,15.0,0.4882383253165699,6.0
ENSG00000137942,FNBP1L,protein_coding,0.7385996722055264,9.0,1.6210448405985527,17.5,0.4358488249180512,5.0,2.38434918440922,24.0,0.9764766506331398,12.0
ENSG00000137944,KYAT3,protein_coding,29.338820312608412,357.5,44.50925976614884,480.5,31.032436334165247,356.0,35.169150470035994,354.0,29.782537844310767,366.0
ENSG00000137947,GTF2B,protein_coding,95.15625776914533,1159.5,115.7889171856109,1250.0,87.56202892603649,1004.5,90.40657324218292,910.0,87.80152550276317,1079.0
ENSG00000137948,BRDT,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1627461084388566,2.0
ENSG00000137955,RABGGTB,protein_coding,68.64873619999143,836.5,65.49021156018152,707.0,63.98260749796992,734.0,70.9343882361743,714.0,70.79455717090265,870.0
ENSG00000137959,IFI44L,protein_coding,37.99684980346208,463.0,140.15090536146343,1513.0,56.9218565342975,653.0,62.09242667732344,625.0,42.06986903144444,517.0
ENSG00000137960,GIPC2,protein_coding,0.3692998361027632,4.5,0.1852622674969774,2.0,0.392263942426246,4.5,0.2483697067092937,2.5,0.2441191626582849,3.0
ENSG00000137962,ARHGAP29,protein_coding,0.5744664117154095,7.0,0.9263113374848873,10.0,0.7845278848524921,9.0,2.285001301725502,23.0,0.5696113795359983,7.0
ENSG00000137965,IFI44,protein_coding,14.525793553375353,177.0,47.89029614796868,517.0,21.618101715935342,248.0,23.744143961408483,239.0,11.63634675337825,143.0
ENSG00000137968,SLC44A5,protein_coding,0.4103331512252924,5.0,0.0926311337484887,1.0,0.4358488249180512,5.0,0.39739153073487,4.0,0.0,0.0
ENSG00000137970,RPL7P9,processed_pseudogene,250.7874153658742,3055.9,197.2339152226321,2129.24,227.1487169895913,2605.82,222.04152431928176,2234.99,253.2931607909833,3112.74
ENSG00000137975,CLCA2,protein_coding,0.0820666302450584,1.0,0.3705245349939549,4.0,0.4358488249180512,5.0,0.596087296102305,6.0,0.0,0.0
ENSG00000137976,DNASE2B,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137992,DBT,protein_coding,15.674726376806174,191.0,18.665173450320477,201.5,14.339426339803886,164.5,17.08783582159941,172.0,15.704999464349664,193.0
ENSG00000137996,RTCA,protein_coding,52.68677661732755,642.0,61.69233507649349,666.0,55.00412170465807,631.0,60.85057814377697,612.5,55.13024423366269,677.5
ENSG00000138002,IFT172,protein_coding,5.642080829347771,68.75,7.225228432382121,78.0,5.578864958951056,64.0,5.16608989955331,52.0,6.753963500212551,83.0
ENSG00000138018,SELENOI,protein_coding,47.92691206311416,584.0,50.48396789292635,545.0,46.81016379619871,537.0,42.42154590594737,427.0,44.26694149536901,544.0
ENSG00000138028,CGREF1,protein_coding,6.975663570829972,85.0,4.35366328617897,47.0,4.619997544131343,53.0,6.755656022492791,68.0,7.323574879748549,90.0
ENSG00000138029,HADHB,protein_coding,60.89343964183339,742.0,61.784966210241976,667.0,50.732803220461165,582.0,69.74221364396969,702.0,61.7621481525461,759.0
ENSG00000138030,KHK,protein_coding,3.7750649912726906,46.0,4.631556687424436,50.0,3.6611301293116303,42.0,2.78174071514409,28.0,2.8480568976799914,35.0
ENSG00000138031,ADCY3,protein_coding,44.56218022306676,543.0,46.871353676735296,506.0,34.51922693350966,396.0,31.294583045371013,315.0,48.254221152121,593.0
ENSG00000138032,PPM1B,protein_coding,30.528786451161757,372.0,42.19348142243661,455.5,37.4394140604606,429.5,43.01763320204968,433.0,36.658560925852456,450.5
ENSG00000138035,PNPT1,protein_coding,66.90482030728393,815.25,80.18799355205422,865.67,58.883176246428725,675.5,60.58531929701145,609.83,71.35033513122134,876.83
ENSG00000138036,DYNC2LI1,protein_coding,10.750728562102662,131.0,22.787258902128222,246.0,8.542636968393804,98.0,16.889140056231977,170.0,9.1951551267954,113.0
ENSG00000138039,LHCGR,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138050,THUMPD2,protein_coding,31.349452753612347,382.0,36.774560098150026,397.0,33.56035951868994,385.0,32.586105520259345,328.0,36.699247452962176,451.0
ENSG00000138061,CYP1B1,protein_coding,100.36748878970651,1223.0,110.18473359382736,1189.5,105.99843422007004,1216.0,122.4959393490237,1233.0,115.71248310002709,1422.0
ENSG00000138068,SULT6B1,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138069,RAB1A,protein_coding,97.24895684039431,1185.0,141.44774123394228,1527.0,100.63749367357804,1154.5,103.91788528716852,1046.0,97.20011326510712,1194.5
ENSG00000138071,ACTR2,protein_coding,252.1768034159231,3072.83,303.675424701683,3278.33,295.5490881769305,3390.5,342.2862406466924,3445.33,256.1216881556507,3147.5
ENSG00000138073,PREB,protein_coding,51.537843793896734,628.0,39.73875637810166,429.0,39.139224477641,449.0,37.80186936115451,380.5,50.8581588871427,625.0
ENSG00000138074,SLC5A6,protein_coding,60.48310649060811,737.0,56.59762272032661,611.0,57.357705359215544,658.0,46.79285274403094,471.0,60.622925393474105,745.0
ENSG00000138075,ABCG5,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
