gene_id,gene_name,gene_biotype,Donor10_NTC_cpm,Donor10_NTC_count,Donor10_CYB5R4_cpm,Donor10_CYB5R4_count,Donor10_SGF29_cpm,Donor10_SGF29_count,Donor10_ATP2A2_cpm,Donor10_ATP2A2_count,Donor10_KDM1A_cpm,Donor10_KDM1A_count
ENSG00000222613,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222614,Y_RNA,misc_RNA,0.559624976,6,0.381957337,4,0.231531152,2,0.660348339,2,0.110216808,1
ENSG00000222616,RN7SKP27,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222617,RN7SKP254,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222623,RNU6-1100P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222624,RNU2-15P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222626,RNU2-48P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222627,RNU2-37P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222629,RNU2-42P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222630,RN7SKP131,misc_RNA,0.054097081,0.58,0.03151148,0.33,0.096085428,0.83,0,0,0,0
ENSG00000222635,RNU6-1203P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222636,RN7SKP54,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222640,RNU2-51P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222644,RNU2-16P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222649,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222650,RNU2-70P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222652,RNU6-248P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222658,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222659,RNU2-8P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222663,RNU4-55P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222664,RN7SKP123,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222666,U3,snoRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222667,RNU6-394P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222675,RNA5SP146,rRNA_pseudogene,0,0,0.095489334,1,0,0,0,0,0.055108404,0.5
ENSG00000222678,RN7SKP213,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222679,RNU6-1267P,snRNA,0,0,0.190978668,2,0.231531152,2,0,0,0,0
ENSG00000222682,RNA5SP38,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222685,RN7SKP119,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222686,RNU4-72P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222691,RNU6-733P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222693,RN7SKP120,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222698,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222701,Y_RNA,misc_RNA,0.093270829,1,0.095489334,1,0,0,0,0,0.110216808,1
ENSG00000222704,RN7SKP182,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222705,RN7SKP39,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222706,RN7SKP89,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222713,RN7SKP51,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222714,RN7SKP38,misc_RNA,0,0,0.095489334,1,0,0,0.33017417,1,0.220433617,2
ENSG00000222715,MIR1911,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222721,RN7SKP188,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222724,RNU2-63P,snRNA,0.419718732,4.5,1.050382675,11,0.28941394,2.5,0.33017417,1,0.110216808,1
ENSG00000222726,RNU2-7P,snRNA,0,0,0.095489334,1,0,0,0.33017417,1,0.110216808,1
ENSG00000222727,RNU4-64P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222733,RNY4P29,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222736,RNU4-6P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222740,RNA5SP328,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222741,RNA5SP229,rRNA_pseudogene,0,0,0,0,0.115765576,1,0,0,0,0
ENSG00000222743,RNU6-1190P,snRNA,0,0,0,0,0,0,0.33017417,1,0.110216808,1
ENSG00000222744,RN7SKP166,misc_RNA,0,0,0,0,0,0,0,0,0.027554202,0.25
ENSG00000222747,RNA5SP25,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222750,RNU4-46P,snRNA,0,0,0,0,0.057882788,0.5,0,0,0,0
ENSG00000222755,RN7SKP206,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222760,RNU4-53P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222761,RNU6-684P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222764,RN7SKP106,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222765,RNU2-40P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222767,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000222774,RN7SKP121,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222777,RNU6-233P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222778,RNA5SP144,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222783,RN7SKP212,misc_RNA,0,0,0,0,0.115765576,1,0,0,0,0
ENSG00000222784,RN7SKP91,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222788,RNU2-38P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222790,RNU4-14P,snRNA,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000222791,RNU6-67P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222792,RNU6-860P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222795,RNU4-83P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222796,RNU6-383P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222800,RNU2-62P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222806,RNA5SP225,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222808,RNU4-47P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222810,RNU2-68P,snRNA,0.186541659,2,0.095489334,1,0,0,0,0,0.330650425,3
ENSG00000222821,RNU4-27P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222826,RN7SKP286,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222831,MIR1537,miRNA,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000222832,RNA5SP120,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222835,RNA5SP100,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222838,RNA5SP136,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222842,RN7SKP168,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222844,RNU6-321P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222845,RN7SKP42,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222849,RNA5SP21,rRNA_pseudogene,0.046635415,0.5,0,0,0,0,0.165087085,0.5,0.055108404,0.5
ENSG00000222852,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222854,RNA5SP59,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222858,RNU6-920P,snRNA,0,0,0,0,0.115765576,1,0,0,0,0
ENSG00000222859,RN7SKP136,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222862,RNU6-1086P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222869,RNU6-565P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222870,RNU6-1328P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222872,RNU4-78P,snRNA,0.746166634,8,0.286468002,3,0.347296728,3,0.990522509,3,0.440867234,4
ENSG00000222874,RN7SKP33,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222880,RN7SKP261,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222881,Y_RNA,misc_RNA,0,0,0.095489334,1,0.115765576,1,0,0,0,0
ENSG00000222883,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222889,RN7SKP29,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222890,RNU6-1068P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222895,RNU6-1133P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222898,RN7SKP97,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222909,RNU6-193P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222915,RNU6-564P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222920,RNA5SP29,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222921,RNA5SP104,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222922,RNA5SP501,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222923,RNU2-41P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222924,RNU6-1148P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222931,RN7SKP205,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222932,RNU6-172P,snRNA,0,0,0.047744667,0.5,0.231531152,2,0,0,0.440867234,4
ENSG00000222934,RN7SKP284,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222937,SNORD63B,snoRNA,0,0,0,0,0,0,0,0,0.055108404,0.5
ENSG00000222940,RNU6-370P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222941,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222942,RN7SKP58,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222950,RN7SKP262,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222952,RNA5SP41,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222955,RNA5SP265,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222958,MIR1913,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222960,RNU6-272P,snRNA,0,0,0,0,0.231531152,2,0,0,0,0
ENSG00000222966,,snoRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222969,RN7SKP8,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222971,RNA5SP222,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222972,RNU6-651P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222973,RNU2-25P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222974,RN7SKP228,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222976,RN7SKP94,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222979,RN7SKP167,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222982,RN7SKP216,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222983,RNA5SP127,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000222985,RNU2-14P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222986,RNU5A-5P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222987,RN7SKP68,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222990,RNU4-22P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222997,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000222998,RN7SKP259,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223001,RNU2-61P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223003,RNA5SP184,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223004,SNORD29,snoRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223006,RN7SKP137,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223007,RN7SKP73,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223012,RN7SKP264,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223013,RNA5SP344,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223015,RNU6-1135P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223019,RNA5SP306,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223023,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223024,RNU6-55P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223026,RN7SKP247,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223027,,snoRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223037,RNU6-284P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223039,RN7SKP268,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223040,RN7SKP144,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223042,RN7SKP161,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223044,RNU6-130P,snRNA,0.466354147,5,0.095489334,1,0.347296728,3,0,0,0.220433617,2
ENSG00000223046,RNA5SP369,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223047,RNU6-847P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223056,RN7SKP169,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223060,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223062,RNU6-1245P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223064,RNU6-325P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223075,RN7SKP126,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223076,RNA5SP31,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223078,RNU2-55P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223080,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223086,RNA5SP155,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223087,RNU6-602P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223088,RMRPP5,ribozyme,0,0,0,0,0,0,0,0,0,0
ENSG00000223092,RNA5SP115,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223096,RNU5E-9P,snRNA,0.093270829,1,0,0,0,0,0,0,0,0
ENSG00000223107,RNU2-72P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223109,MIR1538,miRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223113,RNA5SP247,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223117,RN7SKP296,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223118,RN7SKP102,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223120,RN7SKP181,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223125,RNU2-32P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223126,RN7SKP263,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223128,RN7SKP140,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223131,RNA5SP304,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223136,RN7SKP207,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223138,RNA5SP450,rRNA_pseudogene,0.373083317,4,0.477446671,5,0.57882788,5,0.33017417,1,0.440867234,4
ENSG00000223142,RN7SKP252,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223145,RN7SKP112,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223152,RNU4-88P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223156,RNU2-18P,snRNA,0,0,0,0,0.115765576,1,0,0,0,0
ENSG00000223158,RNY1P3,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223162,RNA5SP280,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223168,RN7SKP142,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223169,RNA5SP209,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223174,RN7SKP17,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223175,RNU4-61P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223177,RNA5SP39,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223179,RNU6-373P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223181,RNU6-1199P,snRNA,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000223188,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0.220433617,2
ENSG00000223189,RNU6-177P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223190,RN7SKP100,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223191,RNU6-293P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223197,RNU6-1001P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223198,RNU2-22P,snRNA,0.046635415,0.5,0,0,0,0,0,0,0.110216808,1
ENSG00000223202,RN7SKP297,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223203,RNA5SP221,rRNA_pseudogene,0,0,0.095489334,1,0,0,0,0,0.110216808,1
ENSG00000223208,RNU6-1217P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223212,RNU4-74P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223215,RNU6-607P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223217,RNU6-938P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223220,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223223,RN7SKP192,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223224,SNORD71,snoRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223225,RNU6-1054P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223229,RN7SKP270,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223238,RNA5SP294,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223245,RNU4-63P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223247,RNU2-64P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223254,Y_RNA,misc_RNA,0,0,0,0,0.115765576,1,0,0,0,0
ENSG00000223256,RNU6-785P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223258,RNU6-575P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223259,RNA5SP508,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223260,RN7SKP194,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223262,RNA5SP492,rRNA_pseudogene,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000223263,RNU6-387P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223265,RNU6-592P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223269,RN7SKP53,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223271,Y_RNA,misc_RNA,0,0,0,0,0.115765576,1,0.33017417,1,0,0
ENSG00000223273,RN7SKP172,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223274,RNA5SP498,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223280,RNU6-57P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223281,RN7SKP85,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223282,RN7SKP165,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223284,RNU6-195P,snRNA,0.093270829,1,0.190978668,2,0.057882788,0.5,0,0,0.055108404,0.5
ENSG00000223287,RNU6-954P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223290,RNA5SP107,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223293,RNA5SP270,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223294,SNORD83,snoRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223298,RNY3P8,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223299,RN7SKP108,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223300,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223302,Y_RNA,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223305,RN7SKP30,misc_RNA,0.279812488,3,0.190978668,2,0.231531152,2,0,0,0,0
ENSG00000223306,RNU6-1304P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223308,RN7SKP101,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223309,RNU6-722P,snRNA,0.093270829,1,0.095489334,1,0.231531152,2,0.33017417,1,0.220433617,2
ENSG00000223313,RNU6-516P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223315,RN7SKP279,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223318,RNA5SP111,rRNA_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223321,RN7SKP293,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223324,RN7SKP273,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223327,RNU2-71P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223330,RNU6-1052P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223335,RNU6-603P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223336,RNU2-6P,snRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223341,RN7SKP3,misc_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223342,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223343,,lncRNA,1.212520781,13,1.527829346,16,1.157655761,10,0.660348339,2,0.881734468,8
ENSG00000223344,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223345,H2BP1,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223349,KLF2P3,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223350,IGLV9-49,IG_V_gene,0,0,0,0,0,0,0,0,0,0
ENSG00000223351,ZNF385D-AS2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223353,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223356,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223358,EHHADH-AS1,lncRNA,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000223360,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223361,FTH1P10,transcribed_processed_pseudogene,10.24393518,109.83,18.24514707,191.07,7.028128123,60.71,12.86358565,38.96,7.325009093,66.46
ENSG00000223362,CDY15P,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223368,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223373,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223374,,lncRNA,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000223375,,processed_pseudogene,0,0,0,0,0.231531152,2,0,0,0,0
ENSG00000223377,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223381,LINC02661,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223382,LINC01778,lncRNA,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000223383,H2ACP1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223387,LINC02068,lncRNA,0.466354147,5,0.381957337,4,0.347296728,3,0.660348339,2,0.110216808,1
ENSG00000223389,SDCBP2P1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223390,,lncRNA,0.093270829,1,0,0,0,0,0,0,0.110216808,1
ENSG00000223391,RDXP2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223392,CLDN10-AS1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223393,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223394,TRBV29OR9-2,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223395,RBM22P7,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223396,RPS10P7,transcribed_processed_pseudogene,1.247963696,13.38,0.521371764,5.46,1.543155129,13.33,0.412717712,1.25,1.446044527,13.12
ENSG00000223398,PRR3P1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223400,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223402,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223403,MEG9,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223404,LINC00397,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223406,XKRYP5,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223407,USP9YP18,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223409,RPL17P17,processed_pseudogene,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000223410,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223416,RPS26P15,processed_pseudogene,0.163223951,1.75,0.143234001,1.5,0.28941394,2.5,0,0,0.137771011,1.25
ENSG00000223417,TRIM49D1,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000223418,LIMK2P1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223419,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223421,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223422,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223427,RBM7P1,processed_pseudogene,0,0,0.095489334,1,0,0,0,0,0,0
ENSG00000223428,,transcribed_processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223429,,processed_pseudogene,0.046635415,0.5,0,0,0,0,0,0,0,0
ENSG00000223430,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223431,MTND6P21,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000223432,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223433,RPS29P9,processed_pseudogene,0,0,0.047744667,0.5,0,0,0,0,0,0
ENSG00000223436,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223437,TMSB4XP3,processed_pseudogene,0,0,0,0,0,0,0,0,0.110216808,1
ENSG00000223438,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223440,,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000223442,TH2LCRR,lncRNA,2.564947806,27.5,2.76919069,29,3.472967282,30,1.650870848,5,1.212384893,11
